pdb,label,prob1
2g7p_1,0,0.056
2gd5_1,0,0.238
2gff_1,1,0.83
2goj_1,1,0.984
2gpc_1,1,0.914
2gs2_1,0,0.682
2gsl_3,1,0.802
2gwh_1,1,0.768
2gz6_1,1,0.142
2h2w_1,1,0.326
2h8k_1,1,0.694
2h9u_1,1,0.916
2ha7_1,0,0.092
2hb0_1,0,0.002
2hjd_1,1,0.83
2hk3_1,1,0.728
2hku_1,1,0.674
2hng_1,1,0.994
2hzb_1,1,0.712
2i45_4,1,0.972
2i5p_1,1,0.844
2i6a_2,0,0.316
2i7p_1,0,0.05
2i91_1,0,0.012
2i9z_1,1,0.974
2ibm_4,0,0.156
2idl_1,1,0.96
2ijd_5,0,0.026
2ikk_1,1,0.918
2imn_1,1,0.988
2imz_1,1,0.752
2io3_12,0,0.148
2isy_1,1,0.94
2itf_5,1,0.58
2iut_1,0,0.008
2iut_6,0,0.156
2iy2_1,1,0.948
2j3s_1,0,0.066
2j3x_1,0,0.002
2j3z_7,0,0.022
2j7l_4,0,0.054
2j80_1,1,0.732
2j85_1,1,0.988
2j8m_1,1,0.648
2j8w_1,1,0.942
2j8z_1,1,0.8
2j98_1,1,0.946
2jbx_1,0,0.712
2jfp_1,1,0.712
2jkr_34,0,0.002
2jlp_3,1,0.944
2npn_3,0,0.436
2nsa_5,0,0.452
2nsa_6,0,0.198
2ntx_3,0,0.026
2nub_6,0,0.0
2nvn_1,1,0.724
2nwu_1,1,0.802
2nwv_1,1,0.918
2nx9_1,1,0.464
2nyb_2,1,0.974
2nys_1,1,0.99
2o1v_1,0,0.142
2o7m_6,0,0.896
2o9a_1,1,0.776
2oai_1,1,0.788
2ob5_1,1,0.618
2ofj_1,0,0.012
2ogi_1,1,0.97
2oik_2,1,0.474
2omk_1,1,0.652
2ont_3,0,0.322
2oo2_1,1,0.882
2oqt_5,1,0.958
2ov8_1,1,0.888
2ovg_3,1,0.956
2ovi_2,1,0.902
2oz6_1,1,0.532
2ozv_1,1,0.962
2p22_22,0,0.4
2p5u_1,1,0.794
2pcj_1,0,0.544
2pf4_5,0,0.02
2pfi_1,1,0.978
2ph0_1,1,0.928
2ph1_1,1,0.93
2pij_1,1,0.948
2pju_1,1,0.968
2pl1_1,1,0.642
2pls_5,1,0.852
2pmr_1,1,0.91
2ppv_1,1,0.884
2pr8_3,0,0.364
2pwj_2,1,0.91
2pzz_1,1,0.638
2q24_2,1,0.958
2q30_4,1,0.804
2q4n_1,1,0.912
2q5c_3,1,0.892
2q7d_1,0,0.154
2q8r_2,1,0.908
2qaz_2,1,0.99
2qc7_2,1,0.242
2qgh_1,1,0.678
2qld_1,1,0.892
2qlx_2,1,0.54
2qms_1,0,0.708
2qrr_1,1,0.804
2qsq_1,1,0.99
2qxl_1,0,0.056
2qxy_1,1,0.936
2qyu_1,0,0.048
2r3v_6,1,0.828
2r7h_1,1,0.928
2r8q_1,1,0.976
2rax_22,0,0.308
2rc3_2,1,0.618
2rcv_2,1,0.99
2rdi_2,0,0.108
2rgv_1,0,0.282
2rhj_1,0,0.292
2snw_1,1,0.702
2tpt_1,1,0.836
2uzj_8,0,0.412
2v3t_1,1,0.018
2v54_1,0,0.948
2v5n_1,0,0.032
2v9c_1,1,0.282
2vj4_7,0,0.706
2vnc_8,0,0.012
2vpk_1,1,0.592
2vrn_1,1,0.88
2vsc_4,0,0.364
2vx8_1,0,0.462
2w0l_2,1,0.958
2w68_11,0,0.718
2w7w_1,1,0.962
2wcu_1,1,0.91
2we8_2,1,0.858
2wfc_1,1,0.936
2wfh_1,0,0.524
2wnh_2,0,0.012
2wnh_5,0,0.11
2ws2_1,1,0.724
2wui_1,1,0.526
2x2a_1,1,0.426
2x2u_3,0,0.228
2x4i_1,1,0.992
2x6g_7,1,0.874
2xbf_2,0,0.002
2xcr_4,0,0.008
2xdp_6,0,0.266
2xeq_1,0,0.068
2xeq_5,0,0.17
2xer_3,0,0.21
2xeu_1,1,0.958
2xhf_1,1,0.978
2xiq_1,0,0.04
2xj3_1,1,0.998
2xj9_1,0,0.19
2xss_2,0,0.068
2xt2_1,1,0.84
2xwc_1,0,0.406
2yaz_6,0,0.034
2ycj_1,1,0.806
2ym0_5,0,0.774
2ym9_8,0,0.408
2ymz_2,1,0.942
2yvq_2,0,0.424
2yvu_1,1,0.782
2ywa_1,1,0.588
2yxz_2,1,0.508
2yy9_1,1,0.97
2z00_2,1,0.588
2z0f_1,1,0.634
2z6f_1,1,0.814
2z7c_2,1,0.958
2zb3_4,0,0.248
2ze3_1,1,0.624
2zhg_1,1,0.454
2zkj_2,0,0.532
2znh_1,0,0.364
2zoz_2,0,0.438
2zu1_3,1,0.962
2zv3_3,1,0.968
2zvz_1,1,0.71
2zw2_1,1,0.472
2zxy_1,1,0.84
2zz8_1,0,0.284
2zzn_2,0,0.12
2zzt_1,1,0.872
3a1d_5,0,0.266
3a44_1,0,0.122
3a9i_1,0,0.06
3aad_12,0,0.258
3ajz_1,1,0.938
3al9_1,0,0.15
3aln_1,0,0.094
3ani_1,0,0.116
3aos_1,0,0.154
3aqt_1,1,0.894
3atp_1,1,0.354
3auf_1,1,0.84
3aux_2,0,0.24
3aw8_1,1,0.438
3b39_3,0,0.01
3b4u_1,1,0.784
3b7h_1,1,0.978
3b7m_6,0,0.5
3bde_2,1,0.696
3bdl_3,0,0.292
3bif_1,0,0.234
3bjr_1,1,0.934
3bjv_1,1,0.748
3bl8_1,1,0.786
3blc_3,0,0.336
3bqa_1,0,0.158
3bs3_1,1,0.892
3bwv_1,1,0.978
3bxh_1,1,0.812
3bxx_1,0,0.032
3bxz_1,0,0.618
3by8_2,1,0.664
3c1q_1,1,0.512
3c5q_1,1,0.608
3c8j_1,1,0.882
3c8x_2,0,0.558
3c9g_1,1,0.826
3cb2_1,0,0.338
3ccg_1,1,0.902
3ce1_1,1,0.968
3cei_1,1,0.922
3chi_1,1,0.824
3cjw_1,1,0.602
3cl3_7,0,0.336
3clk_1,1,0.546
3clv_1,1,0.89
3cnk_1,1,0.732
3cpe_5,0,0.024
3crj_1,1,0.552
3ctz_1,1,0.322
3cwc_1,1,0.848
3cwn_2,1,0.908
3cyv_1,1,0.556
3cz7_3,0,0.114
3d6r_3,0,0.908
3d7a_1,1,0.882
3d7q_2,1,0.664
3d8u_1,1,0.444
3da8_1,1,0.914
3dcj_1,0,0.326
3dd9_1,0,0.206
3ded_1,1,0.798
3dex_1,1,0.96
3dh1_1,1,0.784
3die_1,0,0.172
3dih_2,1,0.908
3dka_1,1,0.732
3dl3_1,1,0.982
3dm8_1,1,0.944
3do5_1,1,0.662
3dpt_1,0,0.082
3dqp_1,1,0.984
3dqv_12,0,0.022
3dqz_2,1,0.938
3dui_1,1,0.96
3duv_1,1,0.45
3dvf_1,1,0.968
3dvi_1,1,0.992
3dxb_16,0,0.072
3dyd_1,1,0.822
3e6d_1,0,0.51
3e7k_14,0,0.35
3e7p_1,1,0.976
3e8s_1,1,0.886
3eb8_3,0,0.256
3ec9_1,1,0.996
3eeg_1,1,0.91
3ees_1,1,0.996
3efb_1,1,0.826
3egj_2,1,0.896
3ego_1,1,0.976
3ehc_1,1,0.976
3eij_1,0,0.076
3enm_11,0,0.122
3eoq_1,1,0.15
3erj_1,1,0.986
3esf_1,1,0.942
3eul_6,1,0.942
3eus_1,1,0.948
3ewb_1,1,0.844
3ez9_2,0,0.212
3f14_1,1,0.986
3f3y_2,0,0.074
3f4k_1,1,0.944
3f8h_1,1,0.488
3f9s_1,1,0.972
3fb3_1,1,0.32
3fbt_2,1,0.94
3fbu_1,1,0.84
3fcx_1,0,0.094
3fdg_1,1,0.878
3fe1_7,0,0.0
3ffn_1,0,0.018
3fg3_1,0,0.012
3fg6_42,0,0.07
3fh0_1,0,0.56
3fjo_2,0,0.006
3frl_1,0,0.226
3frs_2,0,0.46
3ftj_3,0,0.178
3ftj_5,0,0.184
3g0f_1,0,0.338
3g0k_1,1,0.484
3g13_1,1,0.72
3g17_2,1,0.862
3g45_1,0,0.052
3g48_2,0,0.646
3g7p_1,1,0.92
3gff_1,1,0.706
3ghy_3,1,0.89
3glv_1,1,0.986
3gor_1,1,0.774
3grl_1,0,0.206
3gty_7,0,0.152
3gw2_1,1,0.642
3gz1_1,0,0.476
3h1s_1,1,0.958
3h2d_1,1,0.598
3h7l_3,0,0.188
3hde_2,1,0.74
3hdv_3,1,0.924
3hf7_2,1,0.944
3hgv_3,0,0.0
3hh7_1,1,0.902
3hha_4,0,0.4
3hhv_1,1,0.916
3hie_3,0,0.256
3hj6_1,1,0.672
3hjg_1,1,0.912
3hjp_1,1,0.988
3hm7_2,1,0.624
3hmk_1,1,0.91
3hn2_1,0,0.384
3hna_3,1,0.242
3hpn_1,0,0.208
3hq2_1,1,0.314
3hqx_1,1,0.702
3hru_1,1,0.868
3htv_1,1,0.798
3hv2_1,1,0.992
3hx8_2,1,0.774
3hy1_5,0,0.006
3hy8_1,1,0.302
3hyq_2,1,0.974
3hz4_1,1,0.46
3hzu_1,1,0.104
3i83_1,1,0.89
3i8b_2,1,0.736
3icw_3,0,0.412
3ift_2,1,0.646
3igd_1,1,0.658
3igr_2,1,0.732
3ihl_5,0,0.388
3ihr_3,0,0.128
3ijl_2,0,0.268
3jr8_2,1,0.956
3jth_1,1,0.532
3juw_2,1,0.878
3jv5_2,1,0.938
3jv9_1,1,0.65
3jw0_13,0,0.028
3k1m_1,0,0.152
3k44_21,0,0.2
3k55_9,0,0.412
3k5s_1,1,0.31
3k5x_2,1,0.764
3k6k_2,1,0.904
3k86_1,1,0.37
3k8v_9,0,0.364
3kay_1,1,0.978
3kb1_1,1,0.85
3kbf_1,1,0.962
3kcn_1,1,0.842
3keb_1,1,0.686
3kg6_2,1,0.746
3kg7_2,1,0.948
3kg8_1,1,0.964
3kga_1,0,0.086
3khp_2,1,0.68
3kht_2,1,0.968
3kkc_1,1,0.942
3knz_3,1,0.154
3kph_1,0,0.142
3ksh_1,1,0.86
3kt3_3,0,0.01
3ktm_12,0,0.124
3kux_3,0,0.276
3kvb_1,0,0.108
3kza_1,1,0.876
3l0z_5,1,0.806
3l18_1,1,0.978
3l1e_1,0,0.656
3l1w_2,1,0.91
3l5z_1,1,0.654
3l6b_1,1,0.88
3l7o_1,1,0.784
3l9e_2,1,0.978
3l9n_5,0,0.024
3l9z_1,1,0.676
3lag_1,1,0.96
3lcr_1,1,0.95
3leq_2,1,0.868
3lf6_1,0,0.762
3lf7_2,1,0.726
3lfi_1,1,0.704
3lhk_2,1,0.466
3lhr_1,1,0.476
3lhx_1,1,0.944
3ljb_2,0,0.862
3ljs_1,1,0.918
3lmb_1,1,0.592
3lmn_8,0,0.176
3lo3_3,1,0.662
3lp9_1,1,0.886
3lpm_1,1,0.93
3lqe_5,0,0.128
3lqn_1,1,0.628
3lrq_1,1,0.938
3lrq_2,1,0.96
3ltv_1,1,0.992
3lv9_1,1,0.928
3lwb_1,1,0.826
3lxy_1,1,0.548
3lya_4,0,0.074
3lyc_3,1,0.446
3lyn_1,1,0.902
3lyp_1,1,0.866
3lza_1,1,0.994
3m45_2,1,0.938
3m5b_1,1,0.95
3m5u_1,1,0.434
3m7p_3,0,0.17
3me4_1,0,0.126
3mg9_3,0,0.63
3mgc_2,0,0.18
3ml6_3,0,0.232
3ml6_7,0,0.004
3mlo_3,0,0.52
3mlp_10,0,0.176
3mnd_1,1,0.988
3mq4_1,1,0.646
3msq_6,1,0.588
3mt5_4,0,0.012
3mux_1,1,0.886
3mxo_2,0,0.924
3n3m_1,1,0.768
3n5c_1,0,0.53
3n77_3,1,0.984
3nc1_5,0,0.018
3nfc_1,1,0.98
3nib_1,1,0.844
3nj2_1,1,0.956
3npc_2,0,0.302
3nrd_1,1,0.68
3nuh_5,0,0.008
3nur_2,1,0.588
3nyl_3,0,0.158
3nyo_3,0,0.028
3nzp_2,0,0.024
3nzr_2,1,0.834
3o0m_1,1,0.812
3o51_5,0,0.33
3o63_1,1,0.658
3o77_2,0,0.026
3o9s_1,1,0.764
3oa4_1,1,0.634
3obh_1,1,0.982
3oco_1,1,0.432
3oet_2,1,0.498
3okt_4,0,0.002
3ooo_1,1,0.902
3opu_23,0,0.008
3orr_1,1,0.166
3oxp_1,1,0.954
3oym_4,0,0.52
3p0c_3,1,0.92
3p0u_1,1,0.282
3p27_1,0,0.014
3p3d_2,1,0.97
3p4y_1,0,0.108
3p9x_1,1,0.898
3pbb_5,0,0.034
3pc6_1,1,0.82
3pc7_1,1,0.892
3pf9_1,1,0.564
3pfy_4,0,0.664
3pim_1,0,0.652
3pl2_2,1,0.838
3pm7_1,1,0.852
3pnd_8,0,0.07
3ppe_1,1,0.424
3ppl_1,1,0.752
3pr8_1,1,0.426
3prb_7,0,0.04
3pu7_1,1,0.986
3pyi_1,1,0.952
3q1d_1,1,0.856
3q5m_5,0,0.15
3q64_1,1,0.684
3qat_3,1,0.622
3qb2_9,0,0.278
3qm2_1,1,0.36
3qq6_1,1,0.954
3qwm_1,0,0.412
3qxu_2,0,0.962
3qyj_3,1,0.83
3r03_1,1,0.992
3r0n_1,1,0.872
3r6m_1,1,0.892
3r8c_1,1,0.756
3r8e_1,1,0.47
3r8k_1,0,0.404
3rao_1,0,0.026
3rbg_2,1,0.956
3ret_7,0,0.698
3rjs_1,1,0.788
3rks_2,1,0.844
3rmk_3,0,0.038
3rny_3,1,0.59
3ro8_19,0,0.666
3rob_1,1,0.978
3rog_2,0,0.164
3ros_1,1,0.596
3rpc_2,1,0.648
3rri_2,1,0.468
3rt0_1,0,0.076
3rt2_2,1,0.664
3rtl_6,1,0.758
3rtr_20,0,0.314
3s4r_7,0,0.222
3sdp_1,1,0.578
3smd_2,1,0.882
3smt_4,0,0.094
3sno_1,1,0.902
3ssi_1,1,0.81
3sti_6,0,0.844
3svk_1,1,0.364
3t6n_4,0,0.282
3t9y_1,1,0.3
3tbo_1,1,0.972
3teq_1,1,0.962
3teq_3,1,0.942
3ter_1,1,0.93
3tg8_4,0,0.082
3tgo_11,0,0.348
3thn_1,0,0.184
3tn4_1,1,0.87
3toe_1,1,0.978
3tpe_4,0,0.016
3tqj_1,1,0.976
3tqu_2,1,0.858
3tr2_1,1,0.54
3trc_1,1,0.818
3tsw_4,0,0.15
3ty9_4,0,0.316
3tzu_1,1,0.802
3u5v_1,1,0.504
3u7i_2,1,0.41
3u80_1,1,0.956
3u8z_10,0,0.062
3u8z_2,0,0.302
3ucr_1,0,0.946
3uen_5,0,0.046
3uf5_1,1,0.816
3ufe_1,0,0.22
3uit_14,0,0.028
3umc_2,1,0.94
3uqz_1,1,0.912
3uro_2,1,0.6
3ut0_7,0,0.012
3v00_10,0,0.034
3v0e_5,0,0.508
3v6n_1,1,0.912
3vdu_4,0,0.396
3vh1_2,0,0.146
3vnf_2,1,0.882
3vx3_1,1,0.324
3w64_1,1,0.922
3w66_1,1,0.926
3wbi_8,0,0.002
3wbj_2,0,0.06
3wbj_6,0,0.024
3wgn_3,0,0.052
3wkl_2,0,0.18
3wnk_2,0,0.036
3woa_1,0,0.444
3woi_1,1,0.352
3wpw_1,1,0.82
3wud_1,1,0.964
3wxm_3,0,0.024
3zc9_1,1,0.944
3zig_1,1,0.948
3zl7_8,0,0.006
3zpg_1,1,0.506
3zrd_1,1,0.954
3zrt_1,0,0.138
3zyl_1,0,0.704
4a12_9,0,0.132
4a56_1,1,0.596
4a64_5,0,0.308
4a7p_1,1,0.438
4aj7_1,1,0.912
4aqf_9,0,0.004
4aqt_3,0,0.106
4aw3_1,0,0.008
4axv_2,0,0.482
4ayn_1,0,0.346
4b87_1,0,0.086
4bkm_1,1,0.674
4bla_10,0,0.018
4bq8_3,0,0.266
4c0o_1,0,0.02
4c0p_1,0,0.026
4c0s_1,0,0.044
4c5g_6,0,0.02
4c98_1,1,0.928
4ccf_7,0,0.198
4cgr_1,1,0.93
4chl_1,1,0.914
4ckl_2,1,0.224
4ckm_2,1,0.94
4ckn_2,0,0.366
4cqo_2,0,0.038
4cqo_7,0,0.012
4cyj_12,0,0.024
4czm_1,0,0.158
4czm_5,0,0.028
4d6y_1,1,0.954
4d9o_1,1,0.782
4da4_1,0,0.028
4dez_3,0,0.282
4dj2_1,1,0.62
4dj3_1,1,0.592
4dkc_1,1,0.932
4dmz_1,0,0.192
4dq0_1,0,0.15
4ds3_1,1,0.898
4dsc_1,0,0.41
4du5_2,1,0.386
4dup_1,1,0.722
4dvh_1,1,0.894
4dyw_3,1,0.706
4e04_1,1,0.37
4e4j_2,1,0.136
4e5y_1,1,0.74
4e69_2,0,0.758
4e86_14,1,0.734
4e89_2,0,0.344
4eht_1,1,0.876
4eib_6,0,0.46
4emb_2,1,0.176
4eo9_1,1,0.89
4epl_2,0,0.024
4eru_1,1,0.452
4ese_1,1,0.6
4ex4_1,0,0.01
4exn_1,1,0.904
4exo_1,1,0.902
4exq_2,1,0.642
4f2n_2,1,0.914
4f7o_1,0,0.222
4f7r_11,0,0.334
4f82_1,1,0.946
4fbi_1,1,0.892
4fdb_1,1,0.358
4fhl_2,0,0.4
4flb_1,1,0.592
4fn9_1,1,0.582
4fna_6,0,0.072
4fqn_1,0,0.822
4fqu_5,0,0.116
4fr2_1,1,0.432
4ft4_1,0,0.082
4fzp_1,1,0.898
4g0a_16,0,0.112
4g0b_5,0,0.024
4g1l_10,0,0.18
4g2e_1,1,0.982
4g37_4,0,0.066
4g3u_6,0,0.524
4g7n_1,0,0.062
4g8t_2,1,0.504
4ga4_1,0,0.314
4gc9_1,0,0.47
4gdy_11,0,0.39
4gew_4,0,0.324
4gmg_11,0,0.002
4gmk_1,1,0.796
4gml_1,0,0.428
4gtw_1,0,0.008
4guz_5,1,0.864
4gvl_7,0,0.004
4h2i_1,0,0.308
4h6u_1,0,0.258
4h6z_1,0,0.526
4hc1_28,0,0.302
4hd0_5,0,0.07
4hdg_1,0,0.04
