pdb,label,prob1
1m08_1,1,0.232
1m2a_1,1,0.954
1m6b_2,0,0.264
1m6u_9,0,0.064
1mft_1,1,0.456
1mi8_1,1,0.962
1mml_2,0,0.124
1mp9_1,1,0.388
1mqd_4,1,0.468
1mvh_1,0,0.116
1my6_1,1,0.98
1my7_1,1,0.99
1n0v_2,0,0.002
1nf7_4,0,0.162
1nfs_1,1,0.996
1nft_1,0,0.05
1nft_2,0,0.038
1np6_1,1,0.406
1np8_1,0,0.306
1ns5_1,1,0.82
1nvt_1,1,0.824
1nzi_1,1,0.618
1o12_1,1,0.736
1o64_1,1,0.73
1o6d_2,1,0.848
1o92_2,0,0.006
1obb_1,1,0.514
1ohq_1,1,0.888
1okj_1,1,0.818
1or3_7,0,0.364
1ors_10,0,0.394
1ov4_1,1,0.76
1ovn_1,1,0.728
1oya_1,1,0.912
1p35_11,0,0.004
1p8l_1,0,0.0
1pcz_1,0,0.458
1pd5_26,0,0.082
1poe_1,0,0.406
1pp3_2,0,0.124
1prx_1,1,0.7
1psa_1,0,0.024
1psq_1,1,0.976
1pxv_1,0,0.228
1q1e_2,0,0.058
1q1n_1,1,0.28
1q4j_1,0,0.516
1q7s_3,1,0.894
1q98_1,1,0.994
1qex_1,0,0.202
1qex_6,0,0.042
1qg7_1,1,0.966
1qhm_4,0,0.076
1qhq_3,1,0.946
1qkd_1,1,0.674
1qmj_1,1,0.962
1qpg_1,0,0.0
1qq7_1,1,0.88
1qrd_1,0,0.038
1qto_1,1,0.526
1qvt_19,0,0.114
1qvw_1,1,0.858
1qxh_1,1,0.97
1qya_1,1,0.892
1r5q_2,1,0.942
1r7j_1,1,0.78
1rcw_2,1,0.718
1rfy_1,1,0.884
1rk4_1,0,0.774
1rkr_5,1,0.974
1rp5_3,0,0.0
1rpa_1,1,0.328
1rtv_1,0,0.83
1rz6_2,1,0.326
1s9c_6,1,0.818
1s9p_1,1,0.362
1s9p_5,0,0.608
1se8_1,0,0.242
1sfl_1,1,0.976
1sfr_4,1,0.95
1si5_3,0,0.264
1slb_2,1,0.986
1som_1,0,0.03
1srr_1,1,0.928
1sw2_4,0,0.068
1sxs_1,1,0.994
1syq_8,0,0.28
1t0i_1,1,0.34
1t1e_2,0,0.02
1t1l_1,0,0.532
1t3w_1,0,0.454
1taq_5,0,0.008
1tf5_1,0,0.002
1tfg_1,1,0.604
1tmk_1,1,0.954
1to0_3,1,0.948
1to4_1,1,0.99
1tvd_1,1,0.998
1txn_1,0,0.182
1tz3_1,1,0.92
1u07_1,0,0.456
1u20_1,1,0.816
1u2j_24,0,0.252
1u3z_1,1,0.964
1u4m_1,1,0.936
1uat_2,1,0.87
1ud0_7,0,0.14
1udv_1,1,0.966
1uer_2,1,0.954
1ujk_3,0,0.302
1ujn_1,1,0.904
1ukg_1,1,0.896
1uou_1,1,0.946
1usm_1,1,0.998
1uvz_3,1,0.886
1v2a_1,1,0.486
1v2z_1,1,0.992
1v4t_4,0,0.142
1v4v_1,1,0.702
1v98_2,1,0.9
1vez_2,1,0.958
1vg9_2,0,0.394
1vh0_8,1,0.844
1vic_7,0,0.094
1vok_6,0,0.018
1vpl_1,0,0.114
1vqu_1,1,0.958
1vr0_1,1,0.88
1wac_4,0,0.002
1wlg_3,0,0.074
1wn2_1,1,0.974
1wtc_1,0,0.268
1wwp_1,1,0.94
1x1p_3,0,0.19
1xef_2,1,0.066
1xew_4,0,0.09
1xi1_1,0,0.006
1xi3_1,1,0.96
1xkv_1,0,0.014
1xkz_2,1,0.26
1xrc_5,0,0.108
1xre_1,1,0.98
1xso_1,1,0.958
1xsv_1,1,0.824
1xty_2,1,0.996
1xub_1,0,0.04
1xuq_1,1,0.98
1xur_1,0,0.244
1xvq_2,1,0.68
1xwb_5,1,0.9
1y67_1,1,0.984
1y6h_3,0,0.246
1y7h_2,1,0.868
1y7y_1,1,0.994
1yad_2,1,0.98
1yae_9,1,0.076
1ybz_2,1,0.326
1ye5_1,1,0.594
1yem_1,1,0.994
1yln_1,0,0.132
1ysj_1,1,0.676
1yv9_1,0,0.096
1yvl_4,0,0.206
1z72_1,1,0.96
1z9p_1,1,0.992
1zbh_2,0,0.028
1zbr_1,1,0.674
1zc6_1,0,0.16
1zcj_3,0,0.002
1zh2_1,1,0.856
1zjj_1,1,0.91
1zlj_1,1,0.742
1zp7_1,1,0.434
1zsz_1,1,0.824
1zxk_1,1,0.618
1zy2_1,1,0.976
1zzh_2,1,0.42
2a4a_3,1,0.884
2a67_2,1,0.796
2a8f_1,1,0.892
2ac1_3,0,0.0
2aca_1,1,0.592
2ahm_21,0,0.244
2ajq_9,0,0.05
2aps_1,1,0.998
2ar8_1,0,0.024
2axi_3,0,0.43
2b0u_18,0,0.004
2b5a_1,1,0.988
2b7l_1,1,0.988
2b8h_6,0,0.082
2bbh_4,0,0.362
2bde_2,0,0.016
2bdm_2,0,0.0
2bdq_1,1,0.734
2bej_1,0,0.814
2bhm_2,1,0.742
2bho_1,1,0.67
2bm5_1,1,0.956
2bpd_1,0,0.832
2brv_1,0,0.006
2c2x_1,1,0.924
2c9s_1,1,0.99
2cc3_1,1,0.744
2cd0_1,1,0.848
2ctx_1,1,0.89
2cw2_1,1,0.98
2cw3_1,1,0.946
2cx4_1,1,0.884
2d13_2,1,0.948
2d4h_1,0,0.034
2dc4_1,1,0.98
2dh6_1,0,0.07
2dou_1,1,0.886
2dpf_1,1,0.65
2dql_1,1,0.8
2dsj_1,1,0.868
2dvn_1,0,0.234
2dwu_1,1,0.244
2dwy_6,0,0.34
2e1d_1,1,0.566
2e2c_1,1,0.924
2e46_1,1,0.292
2eav_1,1,0.55
2ebb_1,1,0.988
2ecf_1,1,0.266
2egu_3,0,0.882
2ejn_1,0,0.678
2ekz_1,0,0.19
2eo0_1,1,0.998
2erc_1,0,0.082
2ew2_1,1,0.962
2ewt_1,1,0.942
2f00_1,1,0.288
2f1m_2,0,0.138
2f1z_5,0,0.158
2f5e_1,1,0.69
2f6s_1,1,0.732
2f96_1,1,0.736
2f9q_2,0,0.016
2f9q_3,0,0.258
2fca_1,1,0.96
2fco_1,1,0.876
2ffv_3,0,0.002
2fhq_1,1,0.692
2fj2_2,1,0.856
2fn1_1,1,0.994
2fuc_1,1,0.514
2fv7_1,0,0.026
2g0h_1,0,0.01
2g3k_8,0,0.942
2g3p_1,0,0.142
2g45_2,0,0.168
2g7p_1,0,0.026
2gd5_1,0,0.158
2gff_1,1,0.798
2goj_1,1,0.982
2gpc_1,1,0.956
2gs2_1,0,0.724
2gsl_3,1,0.682
2gwh_1,1,0.818
2gz6_1,1,0.136
2h2w_1,1,0.372
2h8k_1,1,0.792
2h9u_1,1,0.966
2ha7_1,0,0.058
2hb0_1,0,0.008
2hjd_1,1,0.896
2hk3_1,1,0.82
2hku_1,1,0.726
2hng_1,1,0.994
2hzb_1,1,0.668
2i45_4,1,0.98
2i5p_1,1,0.876
2i6a_2,0,0.222
2i7p_1,0,0.032
2i91_1,0,0.016
2i9z_1,1,0.988
2ibm_4,0,0.176
2idl_1,1,0.964
2ijd_5,0,0.002
2ikk_1,1,0.952
2imn_1,1,0.966
2imz_1,1,0.694
2io3_12,0,0.12
2isy_1,1,0.992
2itf_5,1,0.598
2iut_1,0,0.002
2iut_6,0,0.176
2iy2_1,1,0.986
2j3s_1,0,0.032
2j3x_1,0,0.0
2j3z_7,0,0.016
2j7l_4,0,0.034
2j80_1,1,0.768
2j85_1,1,0.99
2j8m_1,1,0.67
2j8w_1,1,0.988
2j8z_1,1,0.904
2j98_1,1,0.92
2jbx_1,0,0.678
2jfp_1,1,0.778
2jkr_34,0,0.0
2jlp_3,1,0.922
2npn_3,0,0.514
2nsa_5,0,0.51
2nsa_6,0,0.132
2ntx_3,0,0.0
2nub_6,0,0.004
2nvn_1,1,0.854
2nwu_1,1,0.842
2nwv_1,1,0.934
2nx9_1,1,0.628
2nyb_2,1,0.962
2nys_1,1,0.998
2o1v_1,0,0.112
2o7m_6,0,0.93
2o9a_1,1,0.796
2oai_1,1,0.718
2ob5_1,1,0.698
2ofj_1,0,0.012
2ogi_1,1,0.934
2oik_2,1,0.558
2omk_1,1,0.652
2ont_3,0,0.414
2oo2_1,1,0.942
2oqt_5,1,0.956
2ov8_1,1,0.926
2ovg_3,1,0.982
2ovi_2,1,0.952
2oz6_1,1,0.462
2ozv_1,1,0.952
2p22_22,0,0.46
2p5u_1,1,0.824
2pcj_1,0,0.51
2pf4_5,0,0.022
2pfi_1,1,0.978
2ph0_1,1,0.946
2ph1_1,1,0.934
2pij_1,1,0.972
2pju_1,1,0.976
2pl1_1,1,0.722
2pls_5,1,0.864
2pmr_1,1,0.962
2ppv_1,1,0.904
2pr8_3,0,0.25
2pwj_2,1,0.91
2pzz_1,1,0.622
2q24_2,1,0.958
2q30_4,1,0.71
2q4n_1,1,0.946
2q5c_3,1,0.954
2q7d_1,0,0.162
2q8r_2,1,0.95
2qaz_2,1,1.0
2qc7_2,1,0.156
2qgh_1,1,0.67
2qld_1,1,0.912
2qlx_2,1,0.614
2qms_1,0,0.684
2qrr_1,1,0.826
2qsq_1,1,0.984
2qxl_1,0,0.036
2qxy_1,1,0.904
2qyu_1,0,0.018
2r3v_6,1,0.88
2r7h_1,1,0.908
2r8q_1,1,0.972
2rax_22,0,0.278
2rc3_2,1,0.528
2rcv_2,1,0.982
2rdi_2,0,0.104
2rgv_1,0,0.292
2rhj_1,0,0.308
2snw_1,1,0.774
2tpt_1,1,0.896
2uzj_8,0,0.378
2v3t_1,1,0.0
2v54_1,0,0.996
2v5n_1,0,0.018
2v9c_1,1,0.222
2vj4_7,0,0.696
2vnc_8,0,0.004
2vpk_1,1,0.678
2vrn_1,1,0.93
2vsc_4,0,0.354
2vx8_1,0,0.436
2w0l_2,1,0.97
2w68_11,0,0.798
2w7w_1,1,0.952
2wcu_1,1,0.972
2we8_2,1,0.816
2wfc_1,1,0.966
2wfh_1,0,0.476
2wnh_2,0,0.0
2wnh_5,0,0.11
2ws2_1,1,0.718
2wui_1,1,0.594
2x2a_1,1,0.426
2x2u_3,0,0.194
2x4i_1,1,0.994
2x6g_7,1,0.92
2xbf_2,0,0.012
2xcr_4,0,0.004
2xdp_6,0,0.286
2xeq_1,0,0.074
2xeq_5,0,0.168
2xer_3,0,0.236
2xeu_1,1,0.998
2xhf_1,1,0.99
2xiq_1,0,0.056
2xj3_1,1,0.996
2xj9_1,0,0.234
2xss_2,0,0.044
2xt2_1,1,0.888
2xwc_1,0,0.4
2yaz_6,0,0.044
2ycj_1,1,0.948
2ym0_5,0,0.72
2ym9_8,0,0.336
2ymz_2,1,0.94
2yvq_2,0,0.366
2yvu_1,1,0.85
2ywa_1,1,0.466
2yxz_2,1,0.786
2yy9_1,1,0.97
2z00_2,1,0.658
2z0f_1,1,0.71
2z6f_1,1,0.806
2z7c_2,1,0.99
2zb3_4,0,0.312
2ze3_1,1,0.736
2zhg_1,1,0.45
2zkj_2,0,0.474
2znh_1,0,0.268
2zoz_2,0,0.398
2zu1_3,1,0.958
2zv3_3,1,0.974
2zvz_1,1,0.658
2zw2_1,1,0.566
2zxy_1,1,0.898
2zz8_1,0,0.208
2zzn_2,0,0.052
2zzt_1,1,0.894
3a1d_5,0,0.246
3a44_1,0,0.078
3a9i_1,0,0.008
3aad_12,0,0.246
3ajz_1,1,0.972
3al9_1,0,0.116
3aln_1,0,0.108
3ani_1,0,0.022
3aos_1,0,0.114
3aqt_1,1,0.792
3atp_1,1,0.286
3auf_1,1,0.894
3aux_2,0,0.18
3aw8_1,1,0.43
3b39_3,0,0.0
3b4u_1,1,0.836
3b7h_1,1,0.994
3b7m_6,0,0.452
3bde_2,1,0.724
3bdl_3,0,0.218
3bif_1,0,0.282
3bjr_1,1,0.936
3bjv_1,1,0.664
3bl8_1,1,0.792
3blc_3,0,0.23
3bqa_1,0,0.14
3bs3_1,1,0.906
3bwv_1,1,0.99
3bxh_1,1,0.8
3bxx_1,0,0.006
3bxz_1,0,0.604
3by8_2,1,0.668
3c1q_1,1,0.506
3c5q_1,1,0.468
3c8j_1,1,0.992
3c8x_2,0,0.462
3c9g_1,1,0.874
3cb2_1,0,0.386
3ccg_1,1,0.856
3ce1_1,1,0.988
3cei_1,1,0.94
3chi_1,1,0.89
3cjw_1,1,0.628
3cl3_7,0,0.284
3clk_1,1,0.468
3clv_1,1,0.908
3cnk_1,1,0.706
3cpe_5,0,0.022
3crj_1,1,0.686
3ctz_1,1,0.21
3cwc_1,1,0.92
3cwn_2,1,0.904
3cyv_1,1,0.626
3cz7_3,0,0.036
3d6r_3,0,0.942
3d7a_1,1,0.932
3d7q_2,1,0.718
3d8u_1,1,0.462
3da8_1,1,0.948
3dcj_1,0,0.328
3dd9_1,0,0.218
3ded_1,1,0.832
3dex_1,1,0.95
3dh1_1,1,0.722
3die_1,0,0.16
3dih_2,1,0.932
3dka_1,1,0.84
3dl3_1,1,0.992
3dm8_1,1,0.988
3do5_1,1,0.766
3dpt_1,0,0.08
3dqp_1,1,0.976
3dqv_12,0,0.004
3dqz_2,1,0.96
3dui_1,1,0.99
3duv_1,1,0.438
3dvf_1,1,0.992
3dvi_1,1,0.978
3dxb_16,0,0.074
3dyd_1,1,0.882
3e6d_1,0,0.53
3e7k_14,0,0.21
3e7p_1,1,0.974
3e8s_1,1,0.96
3eb8_3,0,0.212
3ec9_1,1,0.996
3eeg_1,1,0.938
3ees_1,1,0.98
3efb_1,1,0.964
3egj_2,1,0.962
3ego_1,1,0.976
3ehc_1,1,0.976
3eij_1,0,0.07
3enm_11,0,0.024
3eoq_1,1,0.098
3erj_1,1,0.986
3esf_1,1,0.956
3eul_6,1,0.956
3eus_1,1,0.974
3ewb_1,1,0.806
3ez9_2,0,0.092
3f14_1,1,0.982
3f3y_2,0,0.08
3f4k_1,1,0.958
3f8h_1,1,0.43
3f9s_1,1,0.982
3fb3_1,1,0.34
3fbt_2,1,0.934
3fbu_1,1,0.904
3fcx_1,0,0.14
3fdg_1,1,0.934
3fe1_7,0,0.004
3ffn_1,0,0.01
3fg3_1,0,0.0
3fg6_42,0,0.08
3fh0_1,0,0.412
3fjo_2,0,0.004
3frl_1,0,0.172
3frs_2,0,0.494
3ftj_3,0,0.212
3ftj_5,0,0.128
3g0f_1,0,0.388
3g0k_1,1,0.4
3g13_1,1,0.892
3g17_2,1,0.89
3g45_1,0,0.026
3g48_2,0,0.562
3g7p_1,1,0.944
3gff_1,1,0.71
3ghy_3,1,0.962
3glv_1,1,0.998
3gor_1,1,0.818
3grl_1,0,0.23
3gty_7,0,0.098
3gw2_1,1,0.628
3gz1_1,0,0.426
3h1s_1,1,0.928
3h2d_1,1,0.728
3h7l_3,0,0.126
3hde_2,1,0.626
3hdv_3,1,0.92
3hf7_2,1,0.926
3hgv_3,0,0.0
3hh7_1,1,0.972
3hha_4,0,0.352
3hhv_1,1,0.944
3hie_3,0,0.278
3hj6_1,1,0.806
3hjg_1,1,0.936
3hjp_1,1,0.982
3hm7_2,1,0.562
3hmk_1,1,0.874
3hn2_1,0,0.432
3hna_3,1,0.162
3hpn_1,0,0.18
3hq2_1,1,0.42
3hqx_1,1,0.612
3hru_1,1,0.974
3htv_1,1,0.8
3hv2_1,1,0.992
3hx8_2,1,0.752
3hy1_5,0,0.004
3hy8_1,1,0.228
3hyq_2,1,0.998
3hz4_1,1,0.42
3hzu_1,1,0.086
3i83_1,1,0.884
3i8b_2,1,0.752
3icw_3,0,0.27
3ift_2,1,0.638
3igd_1,1,0.658
3igr_2,1,0.692
3ihl_5,0,0.35
3ihr_3,0,0.048
3ijl_2,0,0.202
3jr8_2,1,0.952
3jth_1,1,0.514
3juw_2,1,0.902
3jv5_2,1,0.952
3jv9_1,1,0.736
3jw0_13,0,0.04
3k1m_1,0,0.166
3k44_21,0,0.144
3k55_9,0,0.274
3k5s_1,1,0.184
3k5x_2,1,0.836
3k6k_2,1,0.968
3k86_1,1,0.374
3k8v_9,0,0.18
3kay_1,1,0.92
3kb1_1,1,0.876
3kbf_1,1,0.948
3kcn_1,1,0.868
3keb_1,1,0.734
3kg6_2,1,0.83
3kg7_2,1,0.956
3kg8_1,1,0.994
3kga_1,0,0.112
3khp_2,1,0.824
3kht_2,1,0.97
3kkc_1,1,0.972
3knz_3,1,0.152
3kph_1,0,0.14
3ksh_1,1,0.916
3kt3_3,0,0.006
3ktm_12,0,0.072
3kux_3,0,0.194
3kvb_1,0,0.056
3kza_1,1,0.97
3l0z_5,1,0.85
3l18_1,1,0.982
3l1e_1,0,0.612
3l1w_2,1,0.942
3l5z_1,1,0.582
3l6b_1,1,0.916
3l7o_1,1,0.928
3l9e_2,1,0.976
3l9n_5,0,0.018
3l9z_1,1,0.832
3lag_1,1,0.974
3lcr_1,1,0.97
3leq_2,1,0.924
3lf6_1,0,0.744
3lf7_2,1,0.776
3lfi_1,1,0.766
3lhk_2,1,0.446
3lhr_1,1,0.458
3lhx_1,1,0.958
3ljb_2,0,0.946
3ljs_1,1,0.936
3lmb_1,1,0.59
3lmn_8,0,0.138
3lo3_3,1,0.722
3lp9_1,1,0.928
3lpm_1,1,0.95
3lqe_5,0,0.084
3lqn_1,1,0.566
3lrq_1,1,0.948
3lrq_2,1,0.9
3ltv_1,1,0.986
3lv9_1,1,0.91
3lwb_1,1,0.84
3lxy_1,1,0.646
3lya_4,0,0.074
3lyc_3,1,0.46
3lyn_1,1,0.968
3lyp_1,1,0.892
3lza_1,1,0.992
3m45_2,1,0.898
3m5b_1,1,0.992
3m5u_1,1,0.476
3m7p_3,0,0.05
3me4_1,0,0.116
3mg9_3,0,0.578
3mgc_2,0,0.16
3ml6_3,0,0.122
3ml6_7,0,0.0
3mlo_3,0,0.438
3mlp_10,0,0.13
3mnd_1,1,0.992
3mq4_1,1,0.692
3msq_6,1,0.618
3mt5_4,0,0.004
3mux_1,1,0.912
3mxo_2,0,0.922
3n3m_1,1,0.912
3n5c_1,0,0.478
3n77_3,1,0.984
3nc1_5,0,0.01
3nfc_1,1,0.998
3nib_1,1,0.942
3nj2_1,1,0.976
3npc_2,0,0.282
3nrd_1,1,0.758
3nuh_5,0,0.0
3nur_2,1,0.604
3nyl_3,0,0.094
3nyo_3,0,0.0
3nzp_2,0,0.02
3nzr_2,1,0.908
3o0m_1,1,0.78
3o51_5,0,0.27
3o63_1,1,0.662
3o77_2,0,0.034
3o9s_1,1,0.824
3oa4_1,1,0.672
3obh_1,1,0.984
3oco_1,1,0.382
3oet_2,1,0.594
3okt_4,0,0.002
3ooo_1,1,0.868
3opu_23,0,0.0
3orr_1,1,0.108
3oxp_1,1,0.96
3oym_4,0,0.506
3p0c_3,1,0.968
3p0u_1,1,0.232
3p27_1,0,0.006
3p3d_2,1,0.984
3p4y_1,0,0.036
3p9x_1,1,0.912
3pbb_5,0,0.014
3pc6_1,1,0.812
3pc7_1,1,0.88
3pf9_1,1,0.604
3pfy_4,0,0.704
3pim_1,0,0.682
3pl2_2,1,0.916
3pm7_1,1,0.926
3pnd_8,0,0.044
3ppe_1,1,0.406
3ppl_1,1,0.788
3pr8_1,1,0.52
3prb_7,0,0.032
3pu7_1,1,0.998
3pyi_1,1,0.988
3q1d_1,1,0.868
3q5m_5,0,0.094
3q64_1,1,0.748
3qat_3,1,0.618
3qb2_9,0,0.152
3qm2_1,1,0.336
3qq6_1,1,0.966
3qwm_1,0,0.314
3qxu_2,0,0.958
3qyj_3,1,0.842
3r03_1,1,0.994
3r0n_1,1,0.916
3r6m_1,1,0.876
3r8c_1,1,0.844
3r8e_1,1,0.606
3r8k_1,0,0.356
3rao_1,0,0.008
3rbg_2,1,0.984
3ret_7,0,0.62
3rjs_1,1,0.832
3rks_2,1,0.97
3rmk_3,0,0.044
3rny_3,1,0.544
3ro8_19,0,0.616
3rob_1,1,0.994
3rog_2,0,0.126
3ros_1,1,0.668
3rpc_2,1,0.65
3rri_2,1,0.468
3rt0_1,0,0.024
3rt2_2,1,0.596
3rtl_6,1,0.754
3rtr_20,0,0.314
3s4r_7,0,0.142
3sdp_1,1,0.42
3smd_2,1,0.912
3smt_4,0,0.06
3sno_1,1,0.89
3ssi_1,1,0.85
3sti_6,0,0.88
3svk_1,1,0.514
3t6n_4,0,0.318
3t9y_1,1,0.358
3tbo_1,1,0.99
3teq_1,1,0.986
3teq_3,1,0.982
3ter_1,1,0.944
3tg8_4,0,0.048
3tgo_11,0,0.266
3thn_1,0,0.09
3tn4_1,1,0.946
3toe_1,1,0.998
3tpe_4,0,0.016
3tqj_1,1,0.972
3tqu_2,1,0.916
3tr2_1,1,0.546
3trc_1,1,0.814
3tsw_4,0,0.09
3ty9_4,0,0.34
3tzu_1,1,0.802
3u5v_1,1,0.566
3u7i_2,1,0.45
3u80_1,1,0.988
3u8z_10,0,0.066
3u8z_2,0,0.254
3ucr_1,0,0.974
3uen_5,0,0.056
3uf5_1,1,0.922
3ufe_1,0,0.236
3uit_14,0,0.01
3umc_2,1,0.952
3uqz_1,1,0.996
3uro_2,1,0.74
3ut0_7,0,0.006
3v00_10,0,0.01
3v0e_5,0,0.426
3v6n_1,1,0.948
3vdu_4,0,0.284
3vh1_2,0,0.09
3vnf_2,1,0.91
3vx3_1,1,0.312
3w64_1,1,0.846
3w66_1,1,0.888
3wbi_8,0,0.0
3wbj_2,0,0.052
3wbj_6,0,0.018
3wgn_3,0,0.048
3wkl_2,0,0.144
3wnk_2,0,0.0
3woa_1,0,0.512
3woi_1,1,0.466
3wpw_1,1,0.842
3wud_1,1,0.99
3wxm_3,0,0.014
3zc9_1,1,0.972
3zig_1,1,0.97
3zl7_8,0,0.008
3zpg_1,1,0.534
3zrd_1,1,0.984
3zrt_1,0,0.108
3zyl_1,0,0.752
4a12_9,0,0.08
4a56_1,1,0.524
4a64_5,0,0.28
4a7p_1,1,0.596
4aj7_1,1,0.94
4aqf_9,0,0.0
4aqt_3,0,0.064
4aw3_1,0,0.0
4axv_2,0,0.532
4ayn_1,0,0.304
4b87_1,0,0.03
4bkm_1,1,0.698
4bla_10,0,0.02
4bq8_3,0,0.202
4c0o_1,0,0.002
4c0p_1,0,0.0
4c0s_1,0,0.014
4c5g_6,0,0.0
4c98_1,1,0.954
4ccf_7,0,0.136
4cgr_1,1,0.896
4chl_1,1,0.908
4ckl_2,1,0.21
4ckm_2,1,0.962
4ckn_2,0,0.242
4cqo_2,0,0.016
4cqo_7,0,0.0
4cyj_12,0,0.016
4czm_1,0,0.244
4czm_5,0,0.046
4d6y_1,1,0.918
4d9o_1,1,0.832
4da4_1,0,0.008
4dez_3,0,0.246
4dj2_1,1,0.702
4dj3_1,1,0.618
4dkc_1,1,0.952
4dmz_1,0,0.218
4dq0_1,0,0.076
4ds3_1,1,0.952
4dsc_1,0,0.316
4du5_2,1,0.472
4dup_1,1,0.854
4dvh_1,1,0.894
4dyw_3,1,0.676
4e04_1,1,0.376
4e4j_2,1,0.116
4e5y_1,1,0.876
4e69_2,0,0.824
4e86_14,1,0.912
4e89_2,0,0.24
4eht_1,1,0.89
4eib_6,0,0.358
4emb_2,1,0.148
4eo9_1,1,0.91
4epl_2,0,0.012
4eru_1,1,0.544
4ese_1,1,0.628
4ex4_1,0,0.022
4exn_1,1,0.938
4exo_1,1,0.9
4exq_2,1,0.666
4f2n_2,1,0.924
4f7o_1,0,0.166
4f7r_11,0,0.278
4f82_1,1,0.946
4fbi_1,1,0.92
4fdb_1,1,0.362
4fhl_2,0,0.376
4flb_1,1,0.648
4fn9_1,1,0.658
4fna_6,0,0.026
4fqn_1,0,0.912
4fqu_5,0,0.044
4fr2_1,1,0.514
4ft4_1,0,0.012
4fzp_1,1,0.934
4g0a_16,0,0.03
4g0b_5,0,0.004
4g1l_10,0,0.18
4g2e_1,1,0.976
4g37_4,0,0.124
4g3u_6,0,0.538
4g7n_1,0,0.08
4g8t_2,1,0.61
4ga4_1,0,0.416
4gc9_1,0,0.536
4gdy_11,0,0.472
4gew_4,0,0.306
4gmg_11,0,0.0
4gmk_1,1,0.914
4gml_1,0,0.388
4gtw_1,0,0.0
4guz_5,1,0.922
4gvl_7,0,0.0
4h2i_1,0,0.3
4h6u_1,0,0.274
4h6z_1,0,0.658
4hc1_28,0,0.294
4hd0_5,0,0.038
4hdg_1,0,0.016
