pdb,label,prob1
1jbg_1,1,0.89
1jhe_1,1,0.938
1jil_1,0,0.016
1jm0_2,1,0.988
1jog_2,1,0.832
1jqj_9,0,0.006
1jr9_1,1,0.906
1jrk_1,1,0.796
1juh_9,0,0.428
1jye_1,0,0.246
1jzo_1,1,0.97
1k1y_4,0,0.004
1k46_1,0,0.074
1k6i_3,0,0.024
1k9a_11,0,0.026
1kcm_6,0,0.17
1kez_1,1,0.898
1kho_1,0,0.246
1khx_2,0,0.092
1kie_1,1,0.248
1kix_3,0,0.16
1ks2_1,1,0.84
1ktn_1,1,0.924
1ku2_1,0,0.086
1ku2_4,0,0.75
1kut_1,1,0.932
1kvo_2,0,0.68
1l7c_5,0,0.22
1lee_3,0,0.102
1lkv_6,0,0.526
1lvb_5,0,0.44
1lws_4,0,0.0
1lyn_1,1,0.938
1m08_1,1,0.2
1m2a_1,1,1.0
1m6b_2,0,0.034
1m6u_9,0,0.142
1mft_1,1,0.54
1mi8_1,1,0.974
1mml_2,0,0.138
1mp9_1,1,0.256
1mqd_4,1,0.206
1mvh_1,0,0.048
1my6_1,1,0.954
1my7_1,1,1.0
1n0v_2,0,0.0
1nf7_4,0,0.436
1nfs_1,1,0.916
1nft_1,0,0.046
1nft_2,0,0.034
1np6_1,1,0.426
1np8_1,0,0.074
1ns5_1,1,0.762
1nvt_1,1,0.654
1nzi_1,1,0.766
1o12_1,1,0.476
1o64_1,1,0.788
1o6d_2,1,0.62
1o92_2,0,0.002
1obb_1,1,0.21
1ohq_1,1,0.9
1okj_1,1,0.898
1or3_7,0,0.17
1ors_10,0,0.568
1ov4_1,1,0.846
1ovn_1,1,0.918
1oya_1,1,0.838
1p35_11,0,0.006
1p8l_1,0,0.002
1pcz_1,0,0.484
1pd5_26,0,0.08
1poe_1,0,0.438
1pp3_2,0,0.046
1prx_1,1,0.778
1psa_1,0,0.02
1psq_1,1,0.97
1pxv_1,0,0.102
1q1e_2,0,0.068
1q1n_1,1,0.126
1q4j_1,0,0.622
1q7s_3,1,0.964
1q98_1,1,0.974
1qex_1,0,0.214
1qex_6,0,0.012
1qg7_1,1,0.996
1qhm_4,0,0.0
1qhq_3,1,0.772
1qkd_1,1,0.726
1qmj_1,1,0.968
1qpg_1,0,0.0
1qq7_1,1,0.514
1qrd_1,0,0.086
1qto_1,1,0.46
1qvt_19,0,0.234
1qvw_1,1,0.93
1qxh_1,1,0.97
1qya_1,1,0.904
1r5q_2,1,0.892
1r7j_1,1,0.942
1rcw_2,1,0.922
1rfy_1,1,1.0
1rk4_1,0,0.724
1rkr_5,1,0.976
1rp5_3,0,0.0
1rpa_1,1,0.454
1rtv_1,0,0.918
1rz6_2,1,0.254
1s9c_6,1,0.906
1s9p_1,1,0.202
1s9p_5,0,0.542
1se8_1,0,0.346
1sfl_1,1,0.994
1sfr_4,1,0.922
1si5_3,0,0.348
1slb_2,1,0.888
1som_1,0,0.018
1srr_1,1,0.792
1sw2_4,0,0.012
1sxs_1,1,0.98
1syq_8,0,0.664
1t0i_1,1,0.282
1t1e_2,0,0.014
1t1l_1,0,0.278
1t3w_1,0,0.466
1taq_5,0,0.016
1tf5_1,0,0.0
1tfg_1,1,0.666
1tmk_1,1,0.992
1to0_3,1,0.838
1to4_1,1,0.952
1tvd_1,1,1.0
1txn_1,0,0.098
1tz3_1,1,0.902
1u07_1,0,0.442
1u20_1,1,0.78
1u2j_24,0,0.186
1u3z_1,1,0.97
1u4m_1,1,0.996
1uat_2,1,0.9
1ud0_7,0,0.106
1udv_1,1,0.992
1uer_2,1,0.936
1ujk_3,0,0.244
1ujn_1,1,0.968
1ukg_1,1,0.946
1uou_1,1,0.958
1usm_1,1,0.996
1uvz_3,1,0.966
1v2a_1,1,0.282
1v2z_1,1,0.904
1v4t_4,0,0.05
1v4v_1,1,0.768
1v98_2,1,0.798
1vez_2,1,0.994
1vg9_2,0,0.268
1vh0_8,1,0.556
1vic_7,0,0.124
1vok_6,0,0.038
1vpl_1,0,0.04
1vqu_1,1,0.982
1vr0_1,1,0.972
1wac_4,0,0.022
1wlg_3,0,0.156
1wn2_1,1,0.982
1wtc_1,0,0.274
1wwp_1,1,0.812
1x1p_3,0,0.266
1xef_2,1,0.006
1xew_4,0,0.044
1xi1_1,0,0.0
1xi3_1,1,0.998
1xkv_1,0,0.008
1xkz_2,1,0.31
1xrc_5,0,0.124
1xre_1,1,0.984
1xso_1,1,1.0
1xsv_1,1,0.924
1xty_2,1,0.874
1xub_1,0,0.074
1xuq_1,1,0.986
1xur_1,0,0.314
1xvq_2,1,0.75
1xwb_5,1,0.9
1y67_1,1,0.878
1y6h_3,0,0.57
1y7h_2,1,0.85
1y7y_1,1,0.994
1yad_2,1,0.994
1yae_9,1,0.234
1ybz_2,1,0.19
1ye5_1,1,0.616
1yem_1,1,0.998
1yln_1,0,0.084
1ysj_1,1,0.564
1yv9_1,0,0.216
1yvl_4,0,0.152
1z72_1,1,0.994
1z9p_1,1,0.974
1zbh_2,0,0.096
1zbr_1,1,0.88
1zc6_1,0,0.138
1zcj_3,0,0.0
1zh2_1,1,0.946
1zjj_1,1,0.698
1zlj_1,1,0.948
1zp7_1,1,0.738
1zsz_1,1,0.948
1zxk_1,1,0.718
1zy2_1,1,0.982
1zzh_2,1,0.292
2a4a_3,1,0.866
2a67_2,1,0.764
2a8f_1,1,0.924
2ac1_3,0,0.006
2aca_1,1,0.336
2ahm_21,0,0.268
2ajq_9,0,0.06
2aps_1,1,0.962
2ar8_1,0,0.032
2axi_3,0,0.364
2b0u_18,0,0.01
2b5a_1,1,1.0
2b7l_1,1,0.902
2b8h_6,0,0.21
2bbh_4,0,0.384
2bde_2,0,0.028
2bdm_2,0,0.008
2bdq_1,1,0.868
2bej_1,0,0.716
2bhm_2,1,0.462
2bho_1,1,0.864
2bm5_1,1,0.99
2bpd_1,0,0.758
2brv_1,0,0.0
2c2x_1,1,0.386
2c9s_1,1,0.992
2cc3_1,1,0.9
2cd0_1,1,0.974
2ctx_1,1,0.968
2cw2_1,1,0.994
2cw3_1,1,0.878
2cx4_1,1,0.896
2d13_2,1,0.874
2d4h_1,0,0.066
2dc4_1,1,0.986
2dh6_1,0,0.048
2dou_1,1,0.55
2dpf_1,1,0.646
2dql_1,1,0.994
2dsj_1,1,0.864
2dvn_1,0,0.33
2dwu_1,1,0.248
2dwy_6,0,0.284
2e1d_1,1,0.55
2e2c_1,1,0.928
2e46_1,1,0.37
2eav_1,1,0.628
2ebb_1,1,0.982
2ecf_1,1,0.398
2egu_3,0,0.814
2ejn_1,0,0.808
2ekz_1,0,0.542
2eo0_1,1,0.986
2erc_1,0,0.082
2ew2_1,1,0.996
2ewt_1,1,0.998
2f00_1,1,0.062
2f1m_2,0,0.092
2f1z_5,0,0.046
2f5e_1,1,0.6
2f6s_1,1,0.71
2f96_1,1,0.592
2f9q_2,0,0.006
2f9q_3,0,0.342
2fca_1,1,0.922
2fco_1,1,0.964
2ffv_3,0,0.0
2fhq_1,1,0.858
2fj2_2,1,0.978
2fn1_1,1,0.902
2fuc_1,1,0.634
2fv7_1,0,0.238
2g0h_1,0,0.024
2g3k_8,0,0.86
2g3p_1,0,0.192
2g45_2,0,0.676
2g7p_1,0,0.016
2gd5_1,0,0.122
2gff_1,1,0.936
2goj_1,1,0.888
2gpc_1,1,0.928
2gs2_1,0,0.754
2gsl_3,1,0.808
2gwh_1,1,0.742
2gz6_1,1,0.212
2h2w_1,1,0.46
2h8k_1,1,0.846
2h9u_1,1,0.908
2ha7_1,0,0.436
2hb0_1,0,0.098
2hjd_1,1,0.976
2hk3_1,1,0.576
2hku_1,1,0.566
2hng_1,1,0.994
2hzb_1,1,0.658
2i45_4,1,1.0
2i5p_1,1,0.754
2i6a_2,0,0.248
2i7p_1,0,0.038
2i91_1,0,0.002
2i9z_1,1,0.994
2ibm_4,0,0.05
2idl_1,1,0.932
2ijd_5,0,0.0
2ikk_1,1,0.998
2imn_1,1,0.834
2imz_1,1,0.708
2io3_12,0,0.106
2isy_1,1,0.994
2itf_5,1,0.958
2iut_1,0,0.006
2iut_6,0,0.634
2iy2_1,1,0.992
2j3s_1,0,0.142
2j3x_1,0,0.0
2j3z_7,0,0.0
2j7l_4,0,0.09
2j80_1,1,0.79
2j85_1,1,1.0
2j8m_1,1,0.782
2j8w_1,1,1.0
2j8z_1,1,0.87
2j98_1,1,0.948
2jbx_1,0,0.67
2jfp_1,1,0.686
2jkr_34,0,0.0
2jlp_3,1,0.972
2npn_3,0,0.456
2nsa_5,0,0.546
2nsa_6,0,0.026
2ntx_3,0,0.0
2nub_6,0,0.0
2nvn_1,1,0.978
2nwu_1,1,0.778
2nwv_1,1,0.98
2nx9_1,1,0.376
2nyb_2,1,0.904
2nys_1,1,0.968
2o1v_1,0,0.076
2o7m_6,0,0.938
2o9a_1,1,0.528
2oai_1,1,0.708
2ob5_1,1,0.868
2ofj_1,0,0.01
2ogi_1,1,0.986
2oik_2,1,0.904
2omk_1,1,0.42
2ont_3,0,0.432
2oo2_1,1,0.99
2oqt_5,1,0.926
2ov8_1,1,0.946
2ovg_3,1,1.0
2ovi_2,1,0.908
2oz6_1,1,0.794
2ozv_1,1,0.992
2p22_22,0,0.734
2p5u_1,1,0.742
2pcj_1,0,0.406
2pf4_5,0,0.0
2pfi_1,1,0.976
2ph0_1,1,0.788
2ph1_1,1,0.868
2pij_1,1,0.996
2pju_1,1,0.974
2pl1_1,1,0.876
2pls_5,1,0.908
2pmr_1,1,1.0
2ppv_1,1,0.994
2pr8_3,0,0.328
2pwj_2,1,0.994
2pzz_1,1,0.666
2q24_2,1,0.988
2q30_4,1,0.758
2q4n_1,1,0.998
2q5c_3,1,0.982
2q7d_1,0,0.228
2q8r_2,1,0.968
2qaz_2,1,0.998
2qc7_2,1,0.418
2qgh_1,1,0.272
2qld_1,1,0.906
2qlx_2,1,0.446
2qms_1,0,0.75
2qrr_1,1,0.884
2qsq_1,1,0.998
2qxl_1,0,0.0
2qxy_1,1,0.994
2qyu_1,0,0.002
2r3v_6,1,0.928
2r7h_1,1,0.982
2r8q_1,1,0.982
2rax_22,0,0.178
2rc3_2,1,0.202
2rcv_2,1,0.978
2rdi_2,0,0.1
2rgv_1,0,0.314
2rhj_1,0,0.232
2snw_1,1,0.954
2tpt_1,1,0.942
2uzj_8,0,0.348
2v3t_1,1,0.01
2v54_1,0,0.994
2v5n_1,0,0.048
2v9c_1,1,0.272
2vj4_7,0,0.76
2vnc_8,0,0.0
2vpk_1,1,0.426
2vrn_1,1,0.956
2vsc_4,0,0.5
2vx8_1,0,0.152
2w0l_2,1,0.986
2w68_11,0,0.57
2w7w_1,1,0.87
2wcu_1,1,0.996
2we8_2,1,0.876
2wfc_1,1,0.96
2wfh_1,0,0.228
2wnh_2,0,0.002
2wnh_5,0,0.212
2ws2_1,1,0.718
2wui_1,1,0.416
2x2a_1,1,0.174
2x2u_3,0,0.302
2x4i_1,1,1.0
2x6g_7,1,0.996
2xbf_2,0,0.004
2xcr_4,0,0.0
2xdp_6,0,0.498
2xeq_1,0,0.058
2xeq_5,0,0.3
2xer_3,0,0.032
2xeu_1,1,1.0
2xhf_1,1,0.99
2xiq_1,0,0.014
2xj3_1,1,1.0
2xj9_1,0,0.04
2xss_2,0,0.056
2xt2_1,1,0.948
2xwc_1,0,0.132
2yaz_6,0,0.016
2ycj_1,1,0.778
2ym0_5,0,0.812
2ym9_8,0,0.45
2ymz_2,1,0.802
2yvq_2,0,0.274
2yvu_1,1,0.71
2ywa_1,1,0.384
2yxz_2,1,0.636
2yy9_1,1,0.986
2z00_2,1,0.74
2z0f_1,1,0.75
2z6f_1,1,0.668
2z7c_2,1,0.978
2zb3_4,0,0.262
2ze3_1,1,0.388
2zhg_1,1,0.408
2zkj_2,0,0.166
2znh_1,0,0.054
2zoz_2,0,0.442
2zu1_3,1,0.992
2zv3_3,1,0.998
2zvz_1,1,0.654
2zw2_1,1,0.53
2zxy_1,1,0.858
2zz8_1,0,0.3
2zzn_2,0,0.274
2zzt_1,1,0.956
3a1d_5,0,0.308
3a44_1,0,0.146
3a9i_1,0,0.0
3aad_12,0,0.17
3ajz_1,1,0.97
3al9_1,0,0.086
3aln_1,0,0.182
3ani_1,0,0.07
3aos_1,0,0.19
3aqt_1,1,0.972
3atp_1,1,0.186
3auf_1,1,0.93
3aux_2,0,0.154
3aw8_1,1,0.352
3b39_3,0,0.018
3b4u_1,1,0.412
3b7h_1,1,1.0
3b7m_6,0,0.436
3bde_2,1,0.778
3bdl_3,0,0.17
3bif_1,0,0.288
3bjr_1,1,0.956
3bjv_1,1,0.672
3bl8_1,1,0.588
3blc_3,0,0.574
3bqa_1,0,0.218
3bs3_1,1,0.866
3bwv_1,1,0.978
3bxh_1,1,0.87
3bxx_1,0,0.0
3bxz_1,0,0.528
3by8_2,1,0.596
3c1q_1,1,0.146
3c5q_1,1,0.154
3c8j_1,1,1.0
3c8x_2,0,0.878
3c9g_1,1,0.762
3cb2_1,0,0.03
3ccg_1,1,0.942
3ce1_1,1,0.986
3cei_1,1,0.942
3chi_1,1,0.976
3cjw_1,1,0.814
3cl3_7,0,0.272
3clk_1,1,0.148
3clv_1,1,0.984
3cnk_1,1,0.5
3cpe_5,0,0.0
3crj_1,1,0.744
3ctz_1,1,0.264
3cwc_1,1,0.898
3cwn_2,1,0.778
3cyv_1,1,0.368
3cz7_3,0,0.038
3d6r_3,0,0.926
3d7a_1,1,0.936
3d7q_2,1,0.858
3d8u_1,1,0.284
3da8_1,1,0.99
3dcj_1,0,0.176
3dd9_1,0,0.25
3ded_1,1,0.97
3dex_1,1,0.98
3dh1_1,1,0.742
3die_1,0,0.042
3dih_2,1,0.882
3dka_1,1,0.88
3dl3_1,1,0.996
3dm8_1,1,1.0
3do5_1,1,0.274
3dpt_1,0,0.24
3dqp_1,1,0.998
3dqv_12,0,0.0
3dqz_2,1,0.986
3dui_1,1,0.988
3duv_1,1,0.456
3dvf_1,1,0.938
3dvi_1,1,0.976
3dxb_16,0,0.06
3dyd_1,1,0.682
3e6d_1,0,0.56
3e7k_14,0,0.258
3e7p_1,1,0.994
3e8s_1,1,0.866
3eb8_3,0,0.196
3ec9_1,1,0.994
3eeg_1,1,0.946
3ees_1,1,0.98
3efb_1,1,0.93
3egj_2,1,0.964
3ego_1,1,0.994
3ehc_1,1,1.0
3eij_1,0,0.024
3enm_11,0,0.14
3eoq_1,1,0.052
3erj_1,1,0.928
3esf_1,1,0.898
3eul_6,1,0.918
3eus_1,1,0.998
3ewb_1,1,0.772
3ez9_2,0,0.316
3f14_1,1,0.994
3f3y_2,0,0.128
3f4k_1,1,0.918
3f8h_1,1,0.612
3f9s_1,1,0.998
3fb3_1,1,0.406
3fbt_2,1,0.966
3fbu_1,1,0.948
3fcx_1,0,0.076
3fdg_1,1,0.902
3fe1_7,0,0.0
3ffn_1,0,0.018
3fg3_1,0,0.0
3fg6_42,0,0.162
3fh0_1,0,0.402
3fjo_2,0,0.0
3frl_1,0,0.316
3frs_2,0,0.418
3ftj_3,0,0.538
3ftj_5,0,0.262
3g0f_1,0,0.794
3g0k_1,1,0.608
3g13_1,1,0.978
3g17_2,1,0.868
3g45_1,0,0.002
3g48_2,0,0.654
3g7p_1,1,0.99
3gff_1,1,0.4
3ghy_3,1,0.998
3glv_1,1,0.998
3gor_1,1,0.88
3grl_1,0,0.022
3gty_7,0,0.082
3gw2_1,1,0.816
3gz1_1,0,0.346
3h1s_1,1,0.886
3h2d_1,1,0.958
3h7l_3,0,0.164
3hde_2,1,0.614
3hdv_3,1,0.984
3hf7_2,1,0.93
3hgv_3,0,0.01
3hh7_1,1,0.95
3hha_4,0,0.354
3hhv_1,1,0.956
3hie_3,0,0.4
3hj6_1,1,0.78
3hjg_1,1,0.98
3hjp_1,1,0.992
3hm7_2,1,0.134
3hmk_1,1,0.914
3hn2_1,0,0.39
3hna_3,1,0.176
3hpn_1,0,0.264
3hq2_1,1,0.144
3hqx_1,1,0.766
3hru_1,1,0.868
3htv_1,1,0.97
3hv2_1,1,0.97
3hx8_2,1,0.836
3hy1_5,0,0.012
3hy8_1,1,0.652
3hyq_2,1,1.0
3hz4_1,1,0.85
3hzu_1,1,0.058
3i83_1,1,0.992
3i8b_2,1,0.838
3icw_3,0,0.324
3ift_2,1,0.46
3igd_1,1,0.274
3igr_2,1,0.76
3ihl_5,0,0.288
3ihr_3,0,0.03
3ijl_2,0,0.24
3jr8_2,1,0.934
3jth_1,1,0.89
3juw_2,1,0.992
3jv5_2,1,0.926
3jv9_1,1,0.88
3jw0_13,0,0.028
3k1m_1,0,0.306
3k44_21,0,0.218
3k55_9,0,0.43
3k5s_1,1,0.186
3k5x_2,1,0.924
3k6k_2,1,0.962
3k86_1,1,0.092
3k8v_9,0,0.262
3kay_1,1,0.962
3kb1_1,1,0.868
3kbf_1,1,0.994
3kcn_1,1,0.812
3keb_1,1,0.788
3kg6_2,1,0.93
3kg7_2,1,0.936
3kg8_1,1,0.994
3kga_1,0,0.038
3khp_2,1,0.858
3kht_2,1,0.964
3kkc_1,1,0.902
3knz_3,1,0.012
3kph_1,0,0.13
3ksh_1,1,0.998
3kt3_3,0,0.002
3ktm_12,0,0.216
3kux_3,0,0.196
3kvb_1,0,0.054
3kza_1,1,0.968
3l0z_5,1,0.744
3l18_1,1,0.978
3l1e_1,0,0.588
3l1w_2,1,0.988
3l5z_1,1,0.632
3l6b_1,1,0.846
3l7o_1,1,0.662
3l9e_2,1,0.99
3l9n_5,0,0.08
3l9z_1,1,0.716
3lag_1,1,1.0
3lcr_1,1,0.912
3leq_2,1,0.938
3lf6_1,0,0.668
3lf7_2,1,0.662
3lfi_1,1,0.732
3lhk_2,1,0.58
3lhr_1,1,0.58
3lhx_1,1,0.936
3ljb_2,0,0.926
3ljs_1,1,0.986
3lmb_1,1,0.504
3lmn_8,0,0.042
3lo3_3,1,0.63
3lp9_1,1,0.92
3lpm_1,1,0.974
3lqe_5,0,0.076
3lqn_1,1,0.286
3lrq_1,1,0.994
3lrq_2,1,0.866
3ltv_1,1,0.998
3lv9_1,1,0.946
3lwb_1,1,0.874
3lxy_1,1,0.528
3lya_4,0,0.05
3lyc_3,1,0.482
3lyn_1,1,0.954
3lyp_1,1,0.8
3lza_1,1,1.0
3m45_2,1,0.944
3m5b_1,1,0.998
3m5u_1,1,0.26
3m7p_3,0,0.052
3me4_1,0,0.35
3mg9_3,0,0.44
3mgc_2,0,0.074
3ml6_3,0,0.13
3ml6_7,0,0.0
3mlo_3,0,0.514
3mlp_10,0,0.072
3mnd_1,1,0.938
3mq4_1,1,0.684
3msq_6,1,0.828
3mt5_4,0,0.01
3mux_1,1,0.878
3mxo_2,0,0.94
3n3m_1,1,0.58
3n5c_1,0,0.814
3n77_3,1,1.0
3nc1_5,0,0.0
3nfc_1,1,1.0
3nib_1,1,0.704
3nj2_1,1,0.998
3npc_2,0,0.398
3nrd_1,1,0.732
3nuh_5,0,0.0
3nur_2,1,0.484
3nyl_3,0,0.156
3nyo_3,0,0.0
3nzp_2,0,0.002
3nzr_2,1,0.836
3o0m_1,1,0.682
3o51_5,0,0.776
3o63_1,1,0.626
3o77_2,0,0.008
3o9s_1,1,0.842
3oa4_1,1,0.648
3obh_1,1,1.0
3oco_1,1,0.14
3oet_2,1,0.38
3okt_4,0,0.0
3ooo_1,1,0.984
3opu_23,0,0.002
3orr_1,1,0.018
3oxp_1,1,0.956
3oym_4,0,0.384
3p0c_3,1,0.994
3p0u_1,1,0.526
3p27_1,0,0.006
3p3d_2,1,0.984
3p4y_1,0,0.034
3p9x_1,1,0.922
3pbb_5,0,0.07
3pc6_1,1,0.982
3pc7_1,1,0.978
3pf9_1,1,0.432
3pfy_4,0,0.938
3pim_1,0,0.512
3pl2_2,1,0.986
3pm7_1,1,0.93
3pnd_8,0,0.106
3ppe_1,1,0.668
3ppl_1,1,0.856
3pr8_1,1,0.252
3prb_7,0,0.132
3pu7_1,1,0.96
3pyi_1,1,0.988
3q1d_1,1,0.912
3q5m_5,0,0.108
3q64_1,1,0.766
3qat_3,1,0.09
3qb2_9,0,0.13
3qm2_1,1,0.304
3qq6_1,1,0.996
3qwm_1,0,0.616
3qxu_2,0,0.822
3qyj_3,1,0.98
3r03_1,1,0.988
3r0n_1,1,0.964
3r6m_1,1,0.762
3r8c_1,1,0.96
3r8e_1,1,0.568
3r8k_1,0,0.418
3rao_1,0,0.042
3rbg_2,1,1.0
3ret_7,0,0.766
3rjs_1,1,0.966
3rks_2,1,0.888
3rmk_3,0,0.012
3rny_3,1,0.598
3ro8_19,0,0.714
3rob_1,1,1.0
3rog_2,0,0.426
3ros_1,1,0.49
3rpc_2,1,0.72
3rri_2,1,0.856
3rt0_1,0,0.008
3rt2_2,1,0.762
3rtl_6,1,0.642
3rtr_20,0,0.296
3s4r_7,0,0.216
3sdp_1,1,0.528
3smd_2,1,0.994
3smt_4,0,0.022
3sno_1,1,0.98
3ssi_1,1,0.984
3sti_6,0,0.962
3svk_1,1,0.216
3t6n_4,0,0.466
3t9y_1,1,0.432
3tbo_1,1,0.996
3teq_1,1,0.988
3teq_3,1,0.978
3ter_1,1,0.926
3tg8_4,0,0.028
3tgo_11,0,0.19
3thn_1,0,0.036
3tn4_1,1,0.63
3toe_1,1,0.992
3tpe_4,0,0.074
3tqj_1,1,0.994
3tqu_2,1,0.964
3tr2_1,1,0.604
3trc_1,1,0.7
3tsw_4,0,0.174
3ty9_4,0,0.114
3tzu_1,1,0.624
3u5v_1,1,0.828
3u7i_2,1,0.6
3u80_1,1,0.994
3u8z_10,0,0.034
3u8z_2,0,0.426
3ucr_1,0,0.996
3uen_5,0,0.046
3uf5_1,1,0.898
3ufe_1,0,0.202
3uit_14,0,0.086
3umc_2,1,0.974
3uqz_1,1,0.956
3uro_2,1,0.76
3ut0_7,0,0.0
3v00_10,0,0.002
3v0e_5,0,0.284
3v6n_1,1,0.948
3vdu_4,0,0.166
3vh1_2,0,0.138
3vnf_2,1,0.956
3vx3_1,1,0.156
3w64_1,1,0.878
3w66_1,1,0.954
3wbi_8,0,0.006
3wbj_2,0,0.002
3wbj_6,0,0.0
3wgn_3,0,0.038
3wkl_2,0,0.124
3wnk_2,0,0.008
3woa_1,0,0.65
3woi_1,1,0.65
3wpw_1,1,0.926
3wud_1,1,0.958
3wxm_3,0,0.006
3zc9_1,1,0.988
3zig_1,1,1.0
3zl7_8,0,0.028
3zpg_1,1,0.522
3zrd_1,1,0.914
3zrt_1,0,0.142
3zyl_1,0,0.83
4a12_9,0,0.048
4a56_1,1,0.524
4a64_5,0,0.088
4a7p_1,1,0.526
4aj7_1,1,0.964
4aqf_9,0,0.0
4aqt_3,0,0.118
4aw3_1,0,0.006
4axv_2,0,0.36
4ayn_1,0,0.094
4b87_1,0,0.034
4bkm_1,1,0.63
4bla_10,0,0.042
4bq8_3,0,0.09
4c0o_1,0,0.0
4c0p_1,0,0.0
4c0s_1,0,0.0
4c5g_6,0,0.008
4c98_1,1,0.89
4ccf_7,0,0.444
4cgr_1,1,0.972
4chl_1,1,0.956
4ckl_2,1,0.27
4ckm_2,1,0.984
4ckn_2,0,0.384
4cqo_2,0,0.0
4cqo_7,0,0.0
4cyj_12,0,0.018
4czm_1,0,0.344
4czm_5,0,0.014
4d6y_1,1,0.894
4d9o_1,1,0.862
4da4_1,0,0.0
4dez_3,0,0.086
4dj2_1,1,0.7
4dj3_1,1,0.606
4dkc_1,1,0.994
4dmz_1,0,0.268
4dq0_1,0,0.112
4ds3_1,1,0.994
4dsc_1,0,0.452
4du5_2,1,0.658
4dup_1,1,0.816
4dvh_1,1,0.92
4dyw_3,1,0.772
4e04_1,1,0.248
4e4j_2,1,0.066
4e5y_1,1,0.816
4e69_2,0,0.774
4e86_14,1,0.942
4e89_2,0,0.158
4eht_1,1,0.9
4eib_6,0,0.432
4emb_2,1,0.122
4eo9_1,1,0.856
4epl_2,0,0.002
4eru_1,1,0.522
4ese_1,1,0.592
4ex4_1,0,0.0
4exn_1,1,0.986
4exo_1,1,0.948
4exq_2,1,0.848
4f2n_2,1,0.864
4f7o_1,0,0.052
4f7r_11,0,0.744
4f82_1,1,0.944
4fbi_1,1,0.996
4fdb_1,1,0.174
4fhl_2,0,0.336
4flb_1,1,0.788
4fn9_1,1,0.332
4fna_6,0,0.006
4fqn_1,0,0.984
4fqu_5,0,0.082
4fr2_1,1,0.27
4ft4_1,0,0.0
4fzp_1,1,0.994
4g0a_16,0,0.15
4g0b_5,0,0.054
4g1l_10,0,0.412
4g2e_1,1,0.952
4g37_4,0,0.044
4g3u_6,0,0.438
4g7n_1,0,0.268
4g8t_2,1,0.35
4ga4_1,0,0.686
4gc9_1,0,0.376
4gdy_11,0,0.196
4gew_4,0,0.374
4gmg_11,0,0.0
4gmk_1,1,0.79
4gml_1,0,0.126
4gtw_1,0,0.002
4guz_5,1,0.852
4gvl_7,0,0.01
4h2i_1,0,0.374
4h6u_1,0,0.418
4h6z_1,0,0.686
4hc1_28,0,0.116
4hd0_5,0,0.052
4hdg_1,0,0.002
