pdb,label,prob1
1xso_1,1,0.982
1xsv_1,1,0.772
1xty_2,1,0.97
1xub_1,0,0.022
1xuq_1,1,0.944
1xur_1,0,0.224
1xvq_2,1,0.704
1xwb_5,1,0.91
1y67_1,1,0.98
1y6h_3,0,0.28
1y7h_2,1,0.838
1y7y_1,1,0.986
1yad_2,1,0.988
1yae_9,1,0.136
1ybz_2,1,0.268
1ye5_1,1,0.488
1yem_1,1,0.978
1yln_1,0,0.034
1ysj_1,1,0.736
1yv9_1,0,0.126
1yvl_4,0,0.214
1z72_1,1,0.972
1z9p_1,1,0.984
1zbh_2,0,0.028
1zbr_1,1,0.67
1zc6_1,0,0.18
1zcj_3,0,0.0
1zh2_1,1,0.91
1zjj_1,1,0.858
1zlj_1,1,0.872
1zp7_1,1,0.544
1zsz_1,1,0.824
1zxk_1,1,0.574
1zy2_1,1,0.974
1zzh_2,1,0.416
2a4a_3,1,0.902
2a67_2,1,0.78
2a8f_1,1,0.874
2ac1_3,0,0.002
2aca_1,1,0.52
2ahm_21,0,0.254
2ajq_9,0,0.082
2aps_1,1,0.986
2ar8_1,0,0.03
2axi_3,0,0.376
2b0u_18,0,0.01
2b5a_1,1,0.992
2b7l_1,1,0.962
2b8h_6,0,0.146
2bbh_4,0,0.3
2bde_2,0,0.012
2bdm_2,0,0.0
2bdq_1,1,0.716
2bej_1,0,0.738
2bhm_2,1,0.686
2bho_1,1,0.666
2bm5_1,1,0.98
2bpd_1,0,0.792
2brv_1,0,0.002
2c2x_1,1,0.83
2c9s_1,1,0.99
2cc3_1,1,0.742
2cd0_1,1,0.892
2ctx_1,1,0.858
2cw2_1,1,0.996
2cw3_1,1,0.914
2cx4_1,1,0.874
2d13_2,1,0.942
2d4h_1,0,0.026
2dc4_1,1,0.988
2dh6_1,0,0.098
2dou_1,1,0.782
2dpf_1,1,0.614
2dql_1,1,0.908
2dsj_1,1,0.872
2dvn_1,0,0.282
2dwu_1,1,0.258
2dwy_6,0,0.38
2e1d_1,1,0.504
2e2c_1,1,0.952
2e46_1,1,0.372
2eav_1,1,0.584
2ebb_1,1,0.992
2ecf_1,1,0.312
2egu_3,0,0.92
2ejn_1,0,0.654
2ekz_1,0,0.258
2eo0_1,1,0.996
2erc_1,0,0.036
2ew2_1,1,0.978
2ewt_1,1,0.986
2f00_1,1,0.186
2f1m_2,0,0.17
2f1z_5,0,0.146
2f5e_1,1,0.614
2f6s_1,1,0.74
2f96_1,1,0.764
2f9q_2,0,0.01
2f9q_3,0,0.262
2fca_1,1,0.976
2fco_1,1,0.81
2ffv_3,0,0.02
2fhq_1,1,0.734
2fj2_2,1,0.816
2fn1_1,1,0.97
2fuc_1,1,0.544
2fv7_1,0,0.078
2g0h_1,0,0.024
2g3k_8,0,0.962
2g3p_1,0,0.258
2g45_2,0,0.342
2g7p_1,0,0.024
2gd5_1,0,0.096
2gff_1,1,0.872
2goj_1,1,0.98
2gpc_1,1,0.966
2gs2_1,0,0.762
2gsl_3,1,0.712
2gwh_1,1,0.716
2gz6_1,1,0.196
2h2w_1,1,0.288
2h8k_1,1,0.742
2h9u_1,1,0.934
2ha7_1,0,0.164
2hb0_1,0,0.016
2hjd_1,1,0.936
2hk3_1,1,0.82
2hku_1,1,0.726
2hng_1,1,0.98
2hzb_1,1,0.652
2i45_4,1,0.954
2i5p_1,1,0.922
2i6a_2,0,0.168
2i7p_1,0,0.064
2i91_1,0,0.002
2i9z_1,1,0.954
2ibm_4,0,0.07
2idl_1,1,0.994
2ijd_5,0,0.002
2ikk_1,1,0.954
2imn_1,1,0.954
2imz_1,1,0.69
2io3_12,0,0.168
2isy_1,1,0.992
2itf_5,1,0.666
2iut_1,0,0.0
2iut_6,0,0.248
2iy2_1,1,0.982
2j3s_1,0,0.06
2j3x_1,0,0.002
2j3z_7,0,0.01
2j7l_4,0,0.022
2j80_1,1,0.812
2j85_1,1,0.996
2j8m_1,1,0.846
2j8w_1,1,0.956
2j8z_1,1,0.888
2j98_1,1,0.948
2jbx_1,0,0.694
2jfp_1,1,0.818
2jkr_34,0,0.0
2jlp_3,1,0.882
2npn_3,0,0.506
2nsa_5,0,0.622
2nsa_6,0,0.096
2ntx_3,0,0.0
2nub_6,0,0.004
2nvn_1,1,0.924
2nwu_1,1,0.89
2nwv_1,1,0.94
2nx9_1,1,0.44
2nyb_2,1,0.974
2nys_1,1,0.992
2o1v_1,0,0.082
2o7m_6,0,0.932
2o9a_1,1,0.802
2oai_1,1,0.758
2ob5_1,1,0.68
2ofj_1,0,0.0
2ogi_1,1,0.954
2oik_2,1,0.584
2omk_1,1,0.768
2ont_3,0,0.488
2oo2_1,1,0.966
2oqt_5,1,0.924
2ov8_1,1,0.876
2ovg_3,1,0.978
2ovi_2,1,0.944
2oz6_1,1,0.334
2ozv_1,1,0.962
2p22_22,0,0.518
2p5u_1,1,0.758
2pcj_1,0,0.486
2pf4_5,0,0.014
2pfi_1,1,0.986
2ph0_1,1,0.962
2ph1_1,1,0.93
2pij_1,1,0.944
2pju_1,1,0.994
2pl1_1,1,0.738
2pls_5,1,0.952
2pmr_1,1,0.974
2ppv_1,1,0.966
2pr8_3,0,0.312
2pwj_2,1,0.92
2pzz_1,1,0.56
2q24_2,1,0.974
2q30_4,1,0.758
2q4n_1,1,0.974
2q5c_3,1,0.958
2q7d_1,0,0.248
2q8r_2,1,0.934
2qaz_2,1,0.994
2qc7_2,1,0.198
2qgh_1,1,0.484
2qld_1,1,0.954
2qlx_2,1,0.546
2qms_1,0,0.698
2qrr_1,1,0.752
2qsq_1,1,0.994
2qxl_1,0,0.012
2qxy_1,1,0.95
2qyu_1,0,0.018
2r3v_6,1,0.892
2r7h_1,1,0.94
2r8q_1,1,0.984
2rax_22,0,0.248
2rc3_2,1,0.488
2rcv_2,1,0.97
2rdi_2,0,0.08
2rgv_1,0,0.482
2rhj_1,0,0.2
2snw_1,1,0.852
2tpt_1,1,0.864
2uzj_8,0,0.38
2v3t_1,1,0.006
2v54_1,0,0.99
2v5n_1,0,0.014
2v9c_1,1,0.232
2vj4_7,0,0.588
2vnc_8,0,0.01
2vpk_1,1,0.54
2vrn_1,1,0.922
2vsc_4,0,0.356
2vx8_1,0,0.196
2w0l_2,1,0.988
2w68_11,0,0.812
2w7w_1,1,0.95
2wcu_1,1,0.978
2we8_2,1,0.794
2wfc_1,1,0.972
2wfh_1,0,0.522
2wnh_2,0,0.004
2wnh_5,0,0.08
2ws2_1,1,0.788
2wui_1,1,0.584
2x2a_1,1,0.29
2x2u_3,0,0.066
2x4i_1,1,0.992
2x6g_7,1,0.91
2xbf_2,0,0.028
2xcr_4,0,0.002
2xdp_6,0,0.294
2xeq_1,0,0.018
2xeq_5,0,0.196
2xer_3,0,0.124
2xeu_1,1,0.988
2xhf_1,1,0.978
2xiq_1,0,0.038
2xj3_1,1,0.992
2xj9_1,0,0.06
2xss_2,0,0.056
2xt2_1,1,0.978
2xwc_1,0,0.368
2yaz_6,0,0.016
2ycj_1,1,0.898
2ym0_5,0,0.752
2ym9_8,0,0.356
2ymz_2,1,0.944
2yvq_2,0,0.35
2yvu_1,1,0.912
2ywa_1,1,0.372
2yxz_2,1,0.728
2yy9_1,1,0.984
2z00_2,1,0.672
2z0f_1,1,0.686
2z6f_1,1,0.82
2z7c_2,1,0.988
2zb3_4,0,0.316
2ze3_1,1,0.656
2zhg_1,1,0.274
2zkj_2,0,0.348
2znh_1,0,0.22
2zoz_2,0,0.612
2zu1_3,1,0.96
2zv3_3,1,0.994
2zvz_1,1,0.692
2zw2_1,1,0.552
2zxy_1,1,0.826
2zz8_1,0,0.244
2zzn_2,0,0.04
2zzt_1,1,0.948
3a1d_5,0,0.138
3a44_1,0,0.088
3a9i_1,0,0.0
3aad_12,0,0.272
3ajz_1,1,0.898
3al9_1,0,0.114
3aln_1,0,0.122
3ani_1,0,0.022
3aos_1,0,0.146
3aqt_1,1,0.786
3atp_1,1,0.244
3auf_1,1,0.944
3aux_2,0,0.152
3aw8_1,1,0.246
3b39_3,0,0.01
3b4u_1,1,0.596
3b7h_1,1,0.984
3b7m_6,0,0.448
3bde_2,1,0.6
3bdl_3,0,0.236
3bif_1,0,0.232
3bjr_1,1,0.934
3bjv_1,1,0.656
3bl8_1,1,0.734
3blc_3,0,0.402
3bqa_1,0,0.268
3bs3_1,1,0.894
3bwv_1,1,0.978
3bxh_1,1,0.85
3bxx_1,0,0.004
3bxz_1,0,0.636
3by8_2,1,0.556
3c1q_1,1,0.162
3c5q_1,1,0.264
3c8j_1,1,0.996
3c8x_2,0,0.28
3c9g_1,1,0.916
3cb2_1,0,0.144
3ccg_1,1,0.87
3ce1_1,1,0.974
3cei_1,1,0.97
3chi_1,1,0.924
3cjw_1,1,0.754
3cl3_7,0,0.31
3clk_1,1,0.408
3clv_1,1,0.97
3cnk_1,1,0.662
3cpe_5,0,0.0
3crj_1,1,0.794
3ctz_1,1,0.23
3cwc_1,1,0.964
3cwn_2,1,0.82
3cyv_1,1,0.592
3cz7_3,0,0.04
3d6r_3,0,0.846
3d7a_1,1,0.888
3d7q_2,1,0.74
3d8u_1,1,0.512
3da8_1,1,0.97
3dcj_1,0,0.372
3dd9_1,0,0.214
3ded_1,1,0.894
3dex_1,1,0.968
3dh1_1,1,0.718
3die_1,0,0.042
3dih_2,1,0.858
3dka_1,1,0.84
3dl3_1,1,0.992
3dm8_1,1,1.0
3do5_1,1,0.734
3dpt_1,0,0.118
3dqp_1,1,0.984
3dqv_12,0,0.004
3dqz_2,1,0.972
3dui_1,1,0.986
3duv_1,1,0.476
3dvf_1,1,0.954
3dvi_1,1,0.974
3dxb_16,0,0.02
3dyd_1,1,0.834
3e6d_1,0,0.516
3e7k_14,0,0.214
3e7p_1,1,0.974
3e8s_1,1,0.96
3eb8_3,0,0.216
3ec9_1,1,0.998
3eeg_1,1,0.918
3ees_1,1,0.988
3efb_1,1,0.978
3egj_2,1,0.962
3ego_1,1,0.994
3ehc_1,1,0.986
3eij_1,0,0.066
3enm_11,0,0.038
3eoq_1,1,0.056
3erj_1,1,0.956
3esf_1,1,0.982
3eul_6,1,0.92
3eus_1,1,0.998
3ewb_1,1,0.746
3ez9_2,0,0.072
3f14_1,1,0.998
3f3y_2,0,0.086
3f4k_1,1,0.97
3f8h_1,1,0.384
3f9s_1,1,0.988
3fb3_1,1,0.332
3fbt_2,1,0.952
3fbu_1,1,0.898
3fcx_1,0,0.238
3fdg_1,1,0.952
3fe1_7,0,0.002
3ffn_1,0,0.0
3fg3_1,0,0.0
3fg6_42,0,0.112
3fh0_1,0,0.33
3fjo_2,0,0.0
3frl_1,0,0.214
3frs_2,0,0.436
3ftj_3,0,0.3
3ftj_5,0,0.13
3g0f_1,0,0.52
3g0k_1,1,0.426
3g13_1,1,0.9
3g17_2,1,0.948
3g45_1,0,0.046
3g48_2,0,0.454
3g7p_1,1,0.97
3gff_1,1,0.7
3ghy_3,1,0.97
3glv_1,1,0.998
3gor_1,1,0.756
3grl_1,0,0.044
3gty_7,0,0.086
3gw2_1,1,0.556
3gz1_1,0,0.528
3h1s_1,1,0.942
3h2d_1,1,0.736
3h7l_3,0,0.106
3hde_2,1,0.566
3hdv_3,1,0.96
3hf7_2,1,0.92
3hgv_3,0,0.002
3hh7_1,1,0.94
3hha_4,0,0.388
3hhv_1,1,0.924
3hie_3,0,0.434
3hj6_1,1,0.854
3hjg_1,1,0.988
3hjp_1,1,0.992
3hm7_2,1,0.412
3hmk_1,1,0.932
3hn2_1,0,0.348
3hna_3,1,0.202
3hpn_1,0,0.164
3hq2_1,1,0.43
3hqx_1,1,0.72
3hru_1,1,0.944
3htv_1,1,0.886
3hv2_1,1,0.976
3hx8_2,1,0.81
3hy1_5,0,0.0
3hy8_1,1,0.362
3hyq_2,1,0.988
3hz4_1,1,0.49
3hzu_1,1,0.07
3i83_1,1,0.912
3i8b_2,1,0.794
3icw_3,0,0.3
3ift_2,1,0.608
3igd_1,1,0.49
3igr_2,1,0.746
3ihl_5,0,0.294
3ihr_3,0,0.036
3ijl_2,0,0.206
3jr8_2,1,0.922
3jth_1,1,0.386
3juw_2,1,0.91
3jv5_2,1,0.958
3jv9_1,1,0.736
3jw0_13,0,0.046
3k1m_1,0,0.232
3k44_21,0,0.156
3k55_9,0,0.33
3k5s_1,1,0.266
3k5x_2,1,0.918
3k6k_2,1,0.978
3k86_1,1,0.4
3k8v_9,0,0.108
3kay_1,1,0.938
3kb1_1,1,0.872
3kbf_1,1,0.99
3kcn_1,1,0.86
3keb_1,1,0.746
3kg6_2,1,0.862
3kg7_2,1,0.922
3kg8_1,1,0.986
3kga_1,0,0.098
3khp_2,1,0.888
3kht_2,1,0.97
3kkc_1,1,0.95
3knz_3,1,0.134
3kph_1,0,0.132
3ksh_1,1,0.944
3kt3_3,0,0.0
3ktm_12,0,0.088
3kux_3,0,0.2
3kvb_1,0,0.066
3kza_1,1,0.966
3l0z_5,1,0.82
3l18_1,1,0.958
3l1e_1,0,0.612
3l1w_2,1,0.93
3l5z_1,1,0.536
3l6b_1,1,0.88
3l7o_1,1,0.864
3l9e_2,1,0.942
3l9n_5,0,0.04
3l9z_1,1,0.888
3lag_1,1,0.992
3lcr_1,1,0.972
3leq_2,1,0.946
3lf6_1,0,0.686
3lf7_2,1,0.754
3lfi_1,1,0.738
3lhk_2,1,0.456
3lhr_1,1,0.504
3lhx_1,1,0.958
3ljb_2,0,0.96
3ljs_1,1,0.93
3lmb_1,1,0.598
3lmn_8,0,0.144
3lo3_3,1,0.776
3lp9_1,1,0.936
3lpm_1,1,0.968
3lqe_5,0,0.128
3lqn_1,1,0.446
3lrq_1,1,0.982
3lrq_2,1,0.934
3ltv_1,1,0.976
3lv9_1,1,0.906
3lwb_1,1,0.846
3lxy_1,1,0.498
3lya_4,0,0.108
3lyc_3,1,0.444
3lyn_1,1,0.962
3lyp_1,1,0.902
3lza_1,1,0.98
3m45_2,1,0.926
3m5b_1,1,0.998
3m5u_1,1,0.308
3m7p_3,0,0.028
3me4_1,0,0.126
3mg9_3,0,0.534
3mgc_2,0,0.146
3ml6_3,0,0.15
3ml6_7,0,0.0
3mlo_3,0,0.44
3mlp_10,0,0.084
3mnd_1,1,0.992
3mq4_1,1,0.662
3msq_6,1,0.54
3mt5_4,0,0.002
3mux_1,1,0.916
3mxo_2,0,0.928
3n3m_1,1,0.822
3n5c_1,0,0.518
3n77_3,1,0.994
3nc1_5,0,0.004
3nfc_1,1,0.988
3nib_1,1,0.878
3nj2_1,1,0.992
3npc_2,0,0.212
3nrd_1,1,0.73
3nuh_5,0,0.0
3nur_2,1,0.256
3nyl_3,0,0.08
3nyo_3,0,0.0
3nzp_2,0,0.03
3nzr_2,1,0.896
3o0m_1,1,0.742
3o51_5,0,0.32
3o63_1,1,0.7
3o77_2,0,0.006
3o9s_1,1,0.874
3oa4_1,1,0.672
3obh_1,1,0.98
3oco_1,1,0.32
3oet_2,1,0.632
3okt_4,0,0.0
3ooo_1,1,0.898
3opu_23,0,0.0
3orr_1,1,0.14
3oxp_1,1,0.928
3oym_4,0,0.516
3p0c_3,1,0.982
3p0u_1,1,0.378
3p27_1,0,0.008
3p3d_2,1,0.98
3p4y_1,0,0.028
3p9x_1,1,0.968
3pbb_5,0,0.024
3pc6_1,1,0.956
3pc7_1,1,0.924
3pf9_1,1,0.568
3pfy_4,0,0.748
3pim_1,0,0.826
3pl2_2,1,0.904
3pm7_1,1,0.908
3pnd_8,0,0.024
3ppe_1,1,0.558
3ppl_1,1,0.8
3pr8_1,1,0.432
3prb_7,0,0.028
3pu7_1,1,0.994
3pyi_1,1,0.99
3q1d_1,1,0.922
3q5m_5,0,0.084
3q64_1,1,0.83
3qat_3,1,0.44
3qb2_9,0,0.164
3qm2_1,1,0.332
3qq6_1,1,0.96
3qwm_1,0,0.41
3qxu_2,0,0.954
3qyj_3,1,0.708
3r03_1,1,0.982
3r0n_1,1,0.91
3r6m_1,1,0.94
3r8c_1,1,0.914
3r8e_1,1,0.53
3r8k_1,0,0.554
3rao_1,0,0.032
3rbg_2,1,0.972
3ret_7,0,0.512
3rjs_1,1,0.936
3rks_2,1,0.948
3rmk_3,0,0.09
3rny_3,1,0.61
3ro8_19,0,0.598
3rob_1,1,0.998
3rog_2,0,0.264
3ros_1,1,0.558
3rpc_2,1,0.654
3rri_2,1,0.564
3rt0_1,0,0.022
3rt2_2,1,0.578
3rtl_6,1,0.616
3rtr_20,0,0.384
3s4r_7,0,0.144
3sdp_1,1,0.43
3smd_2,1,0.902
3smt_4,0,0.072
3sno_1,1,0.928
3ssi_1,1,0.92
3sti_6,0,0.82
3svk_1,1,0.394
3t6n_4,0,0.44
3t9y_1,1,0.434
3tbo_1,1,0.988
3teq_1,1,0.978
3teq_3,1,0.978
3ter_1,1,0.96
3tg8_4,0,0.044
3tgo_11,0,0.31
3thn_1,0,0.042
3tn4_1,1,0.816
3toe_1,1,0.99
3tpe_4,0,0.014
3tqj_1,1,0.98
3tqu_2,1,0.954
3tr2_1,1,0.504
3trc_1,1,0.742
3tsw_4,0,0.092
3ty9_4,0,0.242
3tzu_1,1,0.716
3u5v_1,1,0.646
3u7i_2,1,0.482
3u80_1,1,0.982
3u8z_10,0,0.066
3u8z_2,0,0.284
3ucr_1,0,0.98
3uen_5,0,0.016
3uf5_1,1,0.896
3ufe_1,0,0.192
3uit_14,0,0.01
3umc_2,1,0.972
3uqz_1,1,0.986
3uro_2,1,0.782
3ut0_7,0,0.0
3v00_10,0,0.0
3v0e_5,0,0.532
3v6n_1,1,0.96
3vdu_4,0,0.304
3vh1_2,0,0.172
3vnf_2,1,0.964
3vx3_1,1,0.24
3w64_1,1,0.91
3w66_1,1,0.922
3wbi_8,0,0.002
3wbj_2,0,0.028
3wbj_6,0,0.028
3wgn_3,0,0.102
3wkl_2,0,0.208
3wnk_2,0,0.006
3woa_1,0,0.35
3woi_1,1,0.39
3wpw_1,1,0.896
3wud_1,1,0.958
3wxm_3,0,0.026
3zc9_1,1,0.982
3zig_1,1,0.99
3zl7_8,0,0.002
3zpg_1,1,0.744
3zrd_1,1,0.96
3zrt_1,0,0.126
3zyl_1,0,0.686
4a12_9,0,0.158
4a56_1,1,0.348
4a64_5,0,0.33
4a7p_1,1,0.696
4aj7_1,1,0.956
4aqf_9,0,0.0
4aqt_3,0,0.078
4aw3_1,0,0.008
4axv_2,0,0.606
4ayn_1,0,0.22
4b87_1,0,0.014
4bkm_1,1,0.544
4bla_10,0,0.01
4bq8_3,0,0.156
4c0o_1,0,0.002
4c0p_1,0,0.0
4c0s_1,0,0.012
4c5g_6,0,0.0
4c98_1,1,0.976
4ccf_7,0,0.232
4cgr_1,1,0.912
4chl_1,1,0.952
4ckl_2,1,0.142
4ckm_2,1,0.954
4ckn_2,0,0.306
4cqo_2,0,0.01
4cqo_7,0,0.0
4cyj_12,0,0.022
4czm_1,0,0.288
4czm_5,0,0.064
4d6y_1,1,0.93
4d9o_1,1,0.9
4da4_1,0,0.002
4dez_3,0,0.312
4dj2_1,1,0.68
4dj3_1,1,0.542
4dkc_1,1,0.96
4dmz_1,0,0.174
4dq0_1,0,0.07
4ds3_1,1,0.974
4dsc_1,0,0.32
4du5_2,1,0.532
4dup_1,1,0.864
4dvh_1,1,0.902
4dyw_3,1,0.708
4e04_1,1,0.338
4e4j_2,1,0.046
4e5y_1,1,0.872
4e69_2,0,0.852
4e86_14,1,0.948
4e89_2,0,0.246
4eht_1,1,0.89
4eib_6,0,0.32
4emb_2,1,0.148
4eo9_1,1,0.93
4epl_2,0,0.008
4eru_1,1,0.428
4ese_1,1,0.544
4ex4_1,0,0.002
4exn_1,1,0.946
4exo_1,1,0.932
4exq_2,1,0.51
4f2n_2,1,0.926
4f7o_1,0,0.146
4f7r_11,0,0.342
4f82_1,1,0.91
4fbi_1,1,0.942
4fdb_1,1,0.28
4fhl_2,0,0.378
4flb_1,1,0.638
4fn9_1,1,0.748
4fna_6,0,0.004
4fqn_1,0,0.898
4fqu_5,0,0.076
4fr2_1,1,0.37
4ft4_1,0,0.002
4fzp_1,1,0.944
4g0a_16,0,0.068
4g0b_5,0,0.014
4g1l_10,0,0.264
4g2e_1,1,0.944
4g37_4,0,0.118
4g3u_6,0,0.502
4g7n_1,0,0.11
4g8t_2,1,0.638
4ga4_1,0,0.332
4gc9_1,0,0.356
4gdy_11,0,0.416
4gew_4,0,0.44
4gmg_11,0,0.0
4gmk_1,1,0.882
4gml_1,0,0.278
4gtw_1,0,0.004
4guz_5,1,0.898
4gvl_7,0,0.0
4h2i_1,0,0.202
4h6u_1,0,0.294
4h6z_1,0,0.776
4hc1_28,0,0.254
4hd0_5,0,0.048
4hdg_1,0,0.004
