pdb_id,I_QSscore_top,I_QSscore_top_plddt,I_QSscore_top_ptm,I_QSscore_top_pae_inter_chain,I_DockQ_top,Training
1s9p_1,0.9697897741987016,0.9697897741987016,0.9697897741987016,0.6150628836908046,0.877,False
1s9p_5,0.0,0.0,0.0,0.0,0.011,False
1se8_1,0.0,0.0,0.0,0.0,0.009,False
1sfl_1,0.9317758790582626,0.9317758790582626,0.9317758790582626,0.9174652583869999,0.933,False
1sfr_4,0.4589156923871881,0.4589156923871881,0.22208082214263017,0.08842283497451686,0.186,False
1si5_3,0.04585126464762807,0.0,0.0,0.0,0.025,False
1slb_2,0.9495073223206066,0.9401175318570218,0.9401175318570218,0.9222628808485734,0.873,False
1som_1,0.0,0.0,0.0,0.0,0.005,False
1srr_1,0.17484691249706874,0.17037114194755942,0.1659276961351309,0.0,0.091,False
1sw2_4,0.028190336102175587,0.006228589583956961,0.006688471235025093,0.0008128838295878615,0.036,False
1sxs_1,0.9652753569988306,0.9608563210434469,0.9646347431981261,0.9626445823821176,0.885,False
1syq_8,0.0,0.0,0.0,0.0,0.005,False
1t0i_1,0.9488052363172361,0.8719503384734256,0.9050090494932769,0.9050090494932769,0.854,False
1t1e_2,0.011525243026816536,0.0,0.0,0.005321497667256105,0.015,False
1t1l_1,0.6938220583840017,0.37097659343453165,0.6938220583840017,0.5628114767438426,0.574,False
1t3w_1,0.0,0.0,0.0,0.0,0.013,False
1taq_5,0.004968018677543274,0.0,0.00035594214395637063,0.0,0.026,False
1tf5_1,NA,NA,NA,NA,NA,False
1tfg_1,0.9626472140313025,0.9575982528579668,0.9575982528579668,0.9589870795465195,0.85,False
1tmk_1,0.967327084270382,0.9661969277550949,0.9661969277550949,0.9625505246356263,0.953,False
1to0_3,0.6875062612906886,0.6479917981210188,0.6479917981210188,0.6875062612906886,0.94,False
1to4_1,0.9585872022281919,0.957501191009425,0.9585872022281919,0.9526641948770092,0.785,False
1tvd_1,0.11426363557817402,0.10831702847517077,0.10831702847517077,0.11013511765697272,0.066,False
1txn_1,0.004369021581373881,0.004369021581373881,0.004369021581373881,0.004271348170973121,0.023,False
1tz3_1,0.892146189569487,0.892146189569487,0.8766090146315417,0.8833047995815902,0.678,False
1u07_1,0.961935104216176,0.0,0.961935104216176,0.0,0.688,False
1u20_1,0.9646739079772625,0.9646739079772625,0.9646739079772625,0.9619139168293891,0.637,False
1u2j_24,0.07030595582168954,0.0,0.0,0.0,0.028,False
1u3z_1,0.9726777589172668,0.9697785973113067,0.9697785973113067,0.9700484413882973,0.944,False
1u4m_1,0.035512601149863605,0.00020748053801475873,0.035512601149863605,0.0,0.035,False
1uat_2,0.5363538832131658,0.06466700873471355,0.17602772750117365,0.06466700873471355,0.202,False
1ud0_7,0.07681960211189656,0.021759472941862524,0.07681960211189656,0.021759472941862524,0.028,False
1udv_1,0.9662949869112453,0.95266301175755,0.95266301175755,0.9624383324952184,0.901,False
1uer_2,0.9807224353754471,0.9807224353754471,0.9807224353754471,0.9612843416807553,0.958,False
1ujk_3,0.0,0.0,0.0,0.0,0.01,False
1ujn_1,0.8593454466345203,0.8113606049394231,0.8113606049394231,0.7463585676565723,0.838,False
1ukg_1,0.8611376238640174,0.8611376238640174,0.8611376238640174,0.09592928160734639,0.928,False
1uou_1,0.9651045743258009,0.9464315176270652,0.9239493821511715,0.9651045743258009,0.891,False
1usm_1,0.9802073747763714,0.9802073747763714,0.9802073747763714,0.9773177081730587,0.942,False
1uvz_3,0.21982304004221223,0.21896632908391667,0.21896632908391667,0.15609093090824275,0.104,False
1v2a_1,0.9731269062546118,0.9725667515435623,0.9725667515435623,0.9693429043269024,0.923,False
1v2z_1,0.7434756650386588,0.7392671634723794,0.7345086241352762,0.7390978732709589,0.62,False
1v4t_4,0.008588455996421336,0.004153165685918569,0.004153165685918569,0.0,0.028,False
1v4v_1,0.9780709404374974,0.9768942688283748,0.9768942688283748,0.9741269900971777,0.79,False
1v98_2,0.0,0.0,0.0,0.0,0.018,False
1vez_2,0.8967679840806648,0.8091117029284679,0.8264184368609897,0.8264184368609897,0.917,False
1vg9_2,0.0,0.0,0.0,0.0,0.008,False
1vh0_8,0.868761703860508,0.8562752804647789,0.868761703860508,0.8423163036700013,0.923,False
1vic_7,0.0,0.0,0.0,0.0,0.008,False
1vok_6,0.0,0.0,0.0,0.0,0.012,False
1vpl_1,NA,NA,NA,NA,NA,False
1vqu_1,0.9791323512451179,0.9783640046043266,0.9789402247161791,0.9791323512451179,0.935,False
1vr0_1,0.963927558208176,0.9624585336437524,0.963927558208176,0.9499611686883785,0.853,False
1wac_4,0.0032772798179586007,0.0,0.0,0.0,0.007,False
1wlg_3,0.0,0.0,0.0,0.0,0.009,False
1wn2_1,0.9072890952971513,0.903367207283913,0.903367207283913,0.8991830505076556,0.835,False
1wtc_1,0.0,0.0,0.0,0.0,0.007,False
1wwp_1,0.9628654390912432,0.9583187801192652,0.9622237723300401,0.9628654390912432,0.956,False
1x1p_3,0.0,0.0,0.0,0.0,0.008,False
1xef_2,NA,NA,NA,NA,NA,False
1xew_4,0.0,0.0,0.0,0.0,0.013,False
1xi1_1,0.0031144726141450075,0.0,0.0,0.0,0.03,False
1xi3_1,0.9786954009702833,0.9765722360896182,0.9786954009702833,0.9768843560787857,0.936,False
1xkv_1,0.0,0.0,0.0,0.0,0.005,False
1xkz_2,0.0,0.0,0.0,0.0,0.008,False
1xlu_1,0.10835899784465784,0.10449983981153703,0.10529978773868079,0.10835899784465784,0.102,False
1xrc_5,0.0,0.0,0.0,0.0,0.008,False
1xre_1,0.9703350469510863,0.966873423342888,0.966873423342888,0.9653734020903739,0.97,False
1xso_1,0.9825591072524669,0.9825591072524669,0.9799629292057161,0.9781860369231622,0.97,False
1xsv_1,0.9803064691521279,0.9795892656316577,0.9795892656316577,0.9792490814034611,0.941,False
1xty_2,0.9690489285427666,0.9690489285427666,0.9690489285427666,0.9688461416663682,0.947,False
1xub_1,0.0,0.0,0.0,0.0,0.006,False
1xuq_1,0.9779194080585587,0.9724767772581576,0.9738833099743585,0.9724064290250164,0.963,False
1xur_1,0.05966233296585681,0.03338530504609487,0.005889893526814607,0.05966233296585681,0.031,False
1xvq_2,0.6441565217340097,0.6426957922352401,0.6361297018593824,0.6441565217340097,0.534,False
1xwb_5,0.11336277129266259,0.08270837994741938,0.01972599622769361,0.01682268869326067,0.099,False
1y67_1,0.9831387424139586,0.9798086003905082,0.9831387424139586,0.9655215201597238,0.982,False
1y6h_3,0.0,0.0,0.0,0.0,0.017,False
1y7h_2,0.9741362241317889,0.9741362241317889,0.9741362241317889,0.9725023452298245,0.943,False
1y7y_1,0.8531520056098032,0.8343279397074581,0.8343279397074581,0.8313461974998675,0.914,False
1yad_2,0.8305749213171324,0.8094740643372152,0.8305749213171324,0.7994037599171179,0.545,False
1yae_9,0.8458482087573205,0.7792252680535665,0.7792252680535665,0.8458482087573205,0.828,False
1ybz_2,0.9240521934891873,0.9211837171238224,0.9211837171238224,0.9240521934891873,0.884,False
1ye5_1,0.9444889263410285,0.9425621973356175,0.9333730237320031,0.9444889263410285,0.884,False
1yem_1,0.9791562760770345,0.9770192149623322,0.9770192149623322,0.9791562760770345,0.975,False
1yln_1,0.00015123963372505115,0.00015123963372505115,0.00015123963372505115,0.0,0.008,False
1ysj_1,0.6415909770845857,0.6404838839036939,0.6415909770845857,0.033681624031763724,0.656,False
1yv9_1,0.0,0.0,0.0,0.0,0.011,False
1yvl_4,0.5913575445468638,0.3879070426196189,0.5913575445468638,0.012935351757112098,0.307,False
1z72_1,0.9769812199465294,0.9769812199465294,0.9769812199465294,0.9441715956262418,0.893,False
1z9p_1,0.9569820911348401,0.9569820911348401,0.9569820911348401,0.9427384490855535,0.927,False
1zbh_2,0.0,0.0,0.0,0.0,0.007,False
1zbr_1,0.9456277925830869,0.9456277925830869,0.9456277925830869,0.7189206090990216,0.785,False
1zc6_1,0.0,0.0,0.0,0.0,0.012,False
1zcj_3,0.011655514672092254,0.004441753303836904,0.0,0.004441753303836904,0.036,False
1zh2_1,0.963310613694856,0.9487697925200834,0.9487697925200834,0.9284097126472419,0.938,False
1zjj_1,0.9811154020788422,0.9811154020788422,0.977647689100913,0.9782090619625493,0.903,False
1zlj_1,0.9013741356482257,0.9013741356482257,0.8928081863021724,0.0,0.92,False
1zp7_1,0.767634005112494,0.7546842174160764,0.7546842174160764,0.7647312869033334,0.64,False
1zsz_1,0.7312804588230453,0.6245298985416489,0.7312804588230453,0.6291171065842759,0.975,False
1zxk_1,0.7744242785425947,0.5353234758668546,0.5353234758668546,0.4035937662335664,0.685,False
1zy2_1,0.8902719622147667,0.0004305889588477639,0.0004305889588477639,0.43131841732443843,0.517,False
1zzh_2,0.8207670060774738,0.8176062643424378,0.813650081296813,0.8142393335722488,0.553,False
2a4a_3,0.6946990179041524,0.6700962632758681,0.6946990179041524,0.6561907692539458,0.557,False
2a67_2,0.9428575161637451,0.9334504635387794,0.9360922841586999,0.9240365009373945,0.834,False
2a8f_1,0.43266784984017476,0.2747614297337635,0.2747614297337635,0.36895455006597955,0.264,False
2ac1_3,0.07892516572347906,0.01907730960430145,0.04652161568466889,0.01907730960430145,0.025,False
2aca_1,0.9324993497985922,0.9235682244790795,0.9235682244790795,0.9324993497985922,0.857,False
2ahm_21,0.0186680512491751,0.017371774025209986,0.017371774025209986,0.0,0.01,False
2ajq_9,0.0034313517552989558,0.0,0.0,0.0034313517552989558,0.028,False
2aps_1,0.961135366843835,0.9508338404105835,0.9508338404105835,0.9575151012890146,0.94,False
2ar8_1,0.0,0.0,0.0,0.0,0.004,False
2axi_3,0.7728020560092264,0.39699938161938797,0.7728020560092264,0.0,0.317,False
2b0u_18,0.016428934287294535,0.0,0.016428934287294535,0.0,0.011,False
2b5a_1,0.8991748603750472,0.8980215629937158,0.8980215629937158,0.8912999176281131,0.913,False
